UTC_Timestamp,Download_Resolution,Download_Bitrate,Bandwidth_Estimate,FPS,Skipped_Frames,Buffer_Size,Latency_To_Broadcaster,Codecs,Protocol,Latency_Mode
1741450165723,1920x1080,1920x1080,750x422,N/A,5355,5770,17.38.,17.46.,avc1.64002A,mp4a.40.2,Low Latency
1741450166124,1920x1080,1920x1080,750x422,49,5355,5745,17.20.,17.60.,avc1.64002A,mp4a.40.2,Low Latency
1741450166525,1920x1080,1920x1080,750x422,49,5355,5745,17.20.,17.60.,avc1.64002A,mp4a.40.2,Low Latency
1741450166926,1920x1080,1920x1080,750x422,49,5355,5745,17.20.,17.60.,avc1.64002A,mp4a.40.2,Low Latency
1741450167327,1920x1080,1920x1080,750x422,68,4984,5745,17.32.,17.60.,avc1.64002A,mp4a.40.2,Low Latency
1741450167727,1920x1080,1920x1080,750x422,68,4984,5745,17.32.,17.60.,avc1.64002A,mp4a.40.2,Low Latency
1741450168128,1920x1080,1920x1080,750x422,61,4984,5147,17.14.,17.36.,avc1.64002A,mp4a.40.2,Low Latency
1741450168528,1920x1080,1920x1080,750x422,61,4984,5147,17.14.,17.36.,avc1.64002A,mp4a.40.2,Low Latency
1741450168930,1920x1080,1920x1080,750x422,61,4984,5147,17.14.,17.36.,avc1.64002A,mp4a.40.2,Low Latency
1741450169330,1920x1080,1920x1080,750x422,59,4642,5147,17.31.,17.36.,avc1.64002A,mp4a.40.2,Low Latency
1741450169730,1920x1080,1920x1080,750x422,59,4642,5147,17.31.,17.36.,avc1.64002A,mp4a.40.2,Low Latency
1741450170130,1920x1080,1920x1080,750x422,57,4642,5633,17.09.,17.26.,avc1.64002A,mp4a.40.2,Low Latency
1741450170533,1920x1080,1920x1080,750x422,57,4642,5633,17.09.,17.26.,avc1.64002A,mp4a.40.2,Low Latency
1741450170934,1920x1080,1920x1080,750x422,57,4642,5633,17.09.,17.26.,avc1.64002A,mp4a.40.2,Low Latency
1741450171336,1920x1080,1920x1080,750x422,62,5278,5633,17.20.,17.26.,avc1.64002A,mp4a.40.2,Low Latency
1741450171737,1920x1080,1920x1080,750x422,62,5278,5633,17.20.,17.26.,avc1.64002A,mp4a.40.2,Low Latency
1741450172137,1920x1080,1920x1080,750x422,72,5278,5361,17.01.,17.36.,avc1.64002A,mp4a.40.2,Low Latency
1741450172537,1920x1080,1920x1080,750x422,72,5278,5361,17.01.,17.36.,avc1.64002A,mp4a.40.2,Low Latency
1741450172938,1920x1080,1920x1080,750x422,72,5278,5361,17.01.,17.36.,avc1.64002A,mp4a.40.2,Low Latency
1741450173338,1920x1080,1920x1080,750x422,64,4750,5361,17.20.,17.36.,avc1.64002A,mp4a.40.2,Low Latency
1741450173742,1920x1080,1920x1080,750x422,64,4750,5361,17.20.,17.36.,avc1.64002A,mp4a.40.2,Low Latency
1741450174146,1920x1080,1920x1080,750x422,79,4750,5324,16.95.,17.21.,avc1.64002A,mp4a.40.2,Low Latency
1741450174547,1920x1080,1920x1080,750x422,79,4750,5324,16.95.,17.21.,avc1.64002A,mp4a.40.2,Low Latency
1741450174948,1920x1080,1920x1080,750x422,79,4750,5324,16.95.,17.21.,avc1.64002A,mp4a.40.2,Low Latency
1741450175348,1920x1080,1920x1080,750x422,66,4972,5324,17.07.,17.21.,avc1.64002A,mp4a.40.2,Low Latency
1741450175749,1920x1080,1920x1080,750x422,66,4972,5324,17.07.,17.21.,avc1.64002A,mp4a.40.2,Low Latency
1741450176154,1920x1080,1920x1080,750x422,52,4972,5324,16.89.,17.32.,avc1.64002A,mp4a.40.2,Low Latency
1741450176555,1920x1080,1920x1080,750x422,52,4972,5324,16.89.,17.32.,avc1.64002A,mp4a.40.2,Low Latency
1741450176955,1920x1080,1920x1080,750x422,52,4972,5324,16.89.,17.32.,avc1.64002A,mp4a.40.2,Low Latency
1741450177357,1920x1080,1920x1080,750x422,82,5039,5324,16.94.,17.32.,avc1.64002A,mp4a.40.2,Low Latency
1741450177758,1920x1080,1920x1080,750x422,82,5039,5324,16.94.,17.32.,avc1.64002A,mp4a.40.2,Low Latency
1741450178159,1920x1080,1920x1080,750x422,67,5039,5470,16.85.,17.18.,avc1.64002A,mp4a.40.2,Low Latency
1741450178561,1920x1080,1920x1080,750x422,67,5039,5470,16.85.,17.18.,avc1.64002A,mp4a.40.2,Low Latency
1741450178962,1920x1080,1920x1080,750x422,67,5039,5470,16.85.,17.18.,avc1.64002A,mp4a.40.2,Low Latency
1741450179363,1920x1080,1920x1080,750x422,79,5016,5470,16.96.,17.04.,avc1.64002A,mp4a.40.2,Low Latency
1741450179763,1920x1080,1920x1080,750x422,79,5016,5470,16.96.,17.04.,avc1.64002A,mp4a.40.2,Low Latency
1741450180163,1920x1080,1920x1080,750x422,71,5016,5247,16.76.,17.04.,avc1.64002A,mp4a.40.2,Low Latency
1741450180564,1920x1080,1920x1080,750x422,71,5016,5247,16.76.,17.04.,avc1.64002A,mp4a.40.2,Low Latency
1741450180964,1920x1080,1920x1080,750x422,71,5016,5247,16.76.,17.04.,avc1.64002A,mp4a.40.2,Low Latency
1741450181365,1920x1080,1920x1080,750x422,60,5054,5247,16.39.,16.89.,avc1.64002A,mp4a.40.2,Low Latency
1741450181765,1920x1080,1920x1080,750x422,60,5054,5247,16.39.,16.89.,avc1.64002A,mp4a.40.2,Low Latency
1741450182166,1920x1080,1920x1080,750x422,68,5054,5707,16.72.,16.89.,avc1.64002A,mp4a.40.2,Low Latency
1741450182566,1920x1080,1920x1080,750x422,68,5054,5707,16.72.,16.89.,avc1.64002A,mp4a.40.2,Low Latency
1741450182967,1920x1080,1920x1080,750x422,68,5054,5707,16.72.,16.89.,avc1.64002A,mp4a.40.2,Low Latency
1741450183367,1920x1080,1920x1080,750x422,68,5023,5707,16.23.,17.06.,avc1.64002A,mp4a.40.2,Low Latency
1741450183767,1920x1080,1920x1080,750x422,68,5023,5707,16.23.,17.06.,avc1.64002A,mp4a.40.2,Low Latency
1741450184170,1920x1080,1920x1080,750x422,79,5023,5673,16.65.,17.06.,avc1.64002A,mp4a.40.2,Low Latency
