Unix Timestamp (ms),UTC Human-Readable,Voltage (V),Current (A),Active Power (W),Computed Active Power (W) - Precise,Frequency (Hz),Apparent Power (VA),Computed Apparent Power (VA),Power Factor (PF),Total Energy (Wh),Resettable Energy (Wh),Elapsed Time (µs)
1740655903913,2025-02-27 11:31:43.913,233.44,0.015,2.0,2.101,50.01,3.0,3.502,0.6,32943.0,14156.0,227125
1740655904235,2025-02-27 11:31:44.235,233.47,0.016,2.0,2.241,50.01,3.0,3.736,0.6,32943.0,14156.0,219218
1740655904576,2025-02-27 11:31:44.576,233.47,0.016,2.0,2.241,50.01,3.0,3.736,0.6,32943.0,14156.0,238918
1740655904906,2025-02-27 11:31:44.906,233.47,0.016,2.0,2.241,50.01,3.0,3.736,0.6,32943.0,14156.0,227309
1740655905230,2025-02-27 11:31:45.230,233.39,0.014,2.0,2.026,50.0,3.0,3.267,0.62,32943.0,14156.0,219345
1740655905571,2025-02-27 11:31:45.571,233.39,0.014,2.0,2.026,50.0,3.0,3.267,0.62,32943.0,14156.0,238888
1740655905901,2025-02-27 11:31:45.901,233.39,0.014,2.0,2.026,50.0,3.0,3.267,0.62,32943.0,14156.0,227212
1740655906224,2025-02-27 11:31:46.224,233.46,0.014,2.0,2.026,50.0,3.0,3.268,0.62,32943.0,14156.0,219928
1740655906566,2025-02-27 11:31:46.566,233.46,0.014,2.0,2.026,50.0,3.0,3.268,0.62,32943.0,14156.0,239090
1740655906895,2025-02-27 11:31:46.895,233.46,0.014,2.0,2.026,50.0,3.0,3.268,0.62,32943.0,14156.0,226360
1740655907216,2025-02-27 11:31:47.216,233.5,0.015,2.0,2.101,50.0,3.0,3.502,0.6,32943.0,14156.0,219332
1740655907559,2025-02-27 11:31:47.559,233.5,0.015,2.0,2.101,50.0,3.0,3.502,0.6,32943.0,14156.0,239505
1740655907888,2025-02-27 11:31:47.888,233.5,0.015,2.0,2.101,50.0,3.0,3.502,0.6,32943.0,14156.0,226625
1740655908210,2025-02-27 11:31:48.210,233.54,0.014,2.0,1.962,50.0,3.0,3.27,0.6,32943.0,14156.0,219424
1740655908552,2025-02-27 11:31:48.552,233.54,0.014,2.0,1.962,50.0,3.0,3.27,0.6,32943.0,14156.0,238720
