Unix Timestamp (ms),UTC Human-Readable,Voltage (V),Current (A),Active Power (W),Computed Active Power (W) - Precise,Frequency (Hz),Apparent Power (VA),Computed Apparent Power (VA),Power Factor (PF),Total Energy (Wh),Resettable Energy (Wh),Elapsed Time (µs)
1740835897214,2025-03-01 13:31:37.214,236.24,0.012,1.0,1.899,50.03,2.0,2.835,0.67,32955.0,14159.0,227697
1740835897547,2025-03-01 13:31:37.547,236.2,0.012,1.0,1.814,50.03,2.0,2.834,0.64,32955.0,14159.0,229216
1740835897869,2025-03-01 13:31:37.869,236.2,0.012,1.0,1.814,50.03,2.0,2.834,0.64,32955.0,14159.0,219476
1740835898201,2025-03-01 13:31:38.201,236.2,0.012,1.0,1.814,50.03,2.0,2.834,0.64,32955.0,14159.0,229258
1740835898533,2025-03-01 13:31:38.533,236.26,0.012,1.0,1.9,50.03,2.0,2.835,0.67,32955.0,14159.0,227356
1740835898855,2025-03-01 13:31:38.855,236.26,0.012,1.0,1.9,50.03,2.0,2.835,0.67,32955.0,14159.0,219305
1740835899187,2025-03-01 13:31:39.187,236.26,0.012,1.0,1.9,50.03,2.0,2.835,0.67,32955.0,14159.0,228112
1740835899516,2025-03-01 13:31:39.516,236.26,0.012,1.0,1.814,50.03,2.0,2.835,0.64,32955.0,14159.0,226936
1740835899839,2025-03-01 13:31:39.839,236.26,0.012,1.0,1.814,50.03,2.0,2.835,0.64,32955.0,14159.0,219968
1740835900171,2025-03-01 13:31:40.171,236.26,0.012,1.0,1.814,50.03,2.0,2.835,0.64,32955.0,14159.0,228598
1740835900500,2025-03-01 13:31:40.500,236.26,0.012,1.0,1.814,50.03,2.0,2.835,0.64,32955.0,14159.0,226341
1740835900822,2025-03-01 13:31:40.822,236.2,0.012,1.0,1.814,50.03,2.0,2.834,0.64,32955.0,14159.0,219588
1740835901153,2025-03-01 13:31:41.153,236.2,0.012,1.0,1.814,50.03,2.0,2.834,0.64,32955.0,14159.0,228183
1740835901483,2025-03-01 13:31:41.483,236.2,0.012,1.0,1.814,50.03,2.0,2.834,0.64,32955.0,14159.0,227145
1740835901806,2025-03-01 13:31:41.806,236.14,0.012,1.0,1.814,50.02,2.0,2.834,0.64,32955.0,14159.0,219504
1740835902136,2025-03-01 13:31:42.136,236.14,0.012,1.0,1.814,50.02,2.0,2.834,0.64,32955.0,14159.0,226963
1740835902466,2025-03-01 13:31:42.466,236.14,0.012,1.0,1.814,50.02,2.0,2.834,0.64,32955.0,14159.0,227768
1740835902788,2025-03-01 13:31:42.788,236.13,0.012,1.0,1.813,50.02,2.0,2.834,0.64,32955.0,14159.0,218971
1740835903111,2025-03-01 13:31:43.111,236.13,0.012,1.0,1.813,50.02,2.0,2.834,0.64,32955.0,14159.0,219612
1740835903441,2025-03-01 13:31:43.441,236.13,0.012,1.0,1.813,50.02,2.0,2.834,0.64,32955.0,14159.0,227091
1740835903764,2025-03-01 13:31:43.764,236.06,0.014,2.0,2.082,50.02,3.0,3.305,0.63,32955.0,14159.0,219613
1740835904086,2025-03-01 13:31:44.086,236.06,0.014,2.0,2.082,50.02,3.0,3.305,0.63,32955.0,14159.0,219593
1740835904416,2025-03-01 13:31:44.416,236.06,0.014,2.0,2.082,50.02,3.0,3.305,0.63,32955.0,14159.0,226923
1740835904739,2025-03-01 13:31:44.739,236.08,0.013,2.0,1.964,50.02,3.0,3.069,0.64,32955.0,14159.0,219318
1740835905061,2025-03-01 13:31:45.061,236.08,0.013,2.0,1.964,50.02,3.0,3.069,0.64,32955.0,14159.0,219427
1740835905398,2025-03-01 13:31:45.398,236.08,0.013,2.0,1.964,50.02,3.0,3.069,0.64,32955.0,14159.0,234563
1740835905720,2025-03-01 13:31:45.720,236.15,0.013,2.0,1.965,50.01,3.0,3.07,0.64,32955.0,14159.0,218682
1740835906042,2025-03-01 13:31:46.042,236.15,0.013,2.0,1.965,50.01,3.0,3.07,0.64,32955.0,14159.0,219334
1740835906381,2025-03-01 13:31:46.381,236.15,0.013,2.0,1.965,50.01,3.0,3.07,0.64,32955.0,14159.0,235350
1740835906702,2025-03-01 13:31:46.702,236.08,0.014,2.0,2.049,50.01,3.0,3.305,0.62,32955.0,14159.0,218492
1740835907024,2025-03-01 13:31:47.024,236.08,0.014,2.0,2.049,50.01,3.0,3.305,0.62,32955.0,14159.0,219309
1740835907364,2025-03-01 13:31:47.364,236.08,0.014,2.0,2.049,50.01,3.0,3.305,0.62,32955.0,14159.0,236220
1740835907686,2025-03-01 13:31:47.686,236.19,0.013,2.0,1.965,50.01,3.0,3.07,0.64,32955.0,14159.0,219609
1740835908009,2025-03-01 13:31:48.009,236.19,0.013,2.0,1.965,50.01,3.0,3.07,0.64,32955.0,14159.0,219440
1740835908349,2025-03-01 13:31:48.349,236.19,0.013,2.0,1.965,50.01,3.0,3.07,0.64,32955.0,14159.0,236315
1740835908671,2025-03-01 13:31:48.671,236.3,0.013,2.0,1.966,50.01,3.0,3.072,0.64,32955.0,14159.0,219627
1740835908995,2025-03-01 13:31:48.995,236.3,0.013,2.0,1.966,50.01,3.0,3.072,0.64,32955.0,14159.0,220257
1740835909326,2025-03-01 13:31:49.326,236.3,0.013,2.0,1.966,50.01,3.0,3.072,0.64,32955.0,14159.0,227879
1740835909648,2025-03-01 13:31:49.648,236.4,0.012,1.0,1.844,50.02,2.0,2.837,0.65,32955.0,14159.0,218863
1740835909970,2025-03-01 13:31:49.970,236.4,0.012,1.0,1.844,50.02,2.0,2.837,0.65,32955.0,14159.0,218868
1740835910292,2025-03-01 13:31:50.292,236.4,0.012,1.0,1.844,50.02,2.0,2.837,0.65,32955.0,14159.0,219277
1740835910614,2025-03-01 13:31:50.614,236.57,0.018,2.0,2.598,50.02,4.0,4.258,0.61,32955.0,14159.0,218723
1740835910937,2025-03-01 13:31:50.937,236.57,0.018,2.0,2.598,50.02,4.0,4.258,0.61,32955.0,14159.0,219310
1740835911259,2025-03-01 13:31:51.259,236.57,0.018,2.0,2.598,50.02,4.0,4.258,0.61,32955.0,14159.0,220046
1740835911580,2025-03-01 13:31:51.580,236.73,0.018,2.0,2.557,50.02,4.0,4.261,0.6,32955.0,14159.0,218786
1740835911902,2025-03-01 13:31:51.902,236.73,0.018,2.0,2.557,50.02,4.0,4.261,0.6,32955.0,14159.0,219231
1740835912224,2025-03-01 13:31:52.224,236.73,0.018,2.0,2.557,50.02,4.0,4.261,0.6,32955.0,14159.0,219366
1740835912558,2025-03-01 13:31:52.558,236.76,0.018,2.0,2.6,50.02,4.0,4.262,0.61,32955.0,14159.0,230578
1740835912880,2025-03-01 13:31:52.880,236.76,0.018,2.0,2.6,50.02,4.0,4.262,0.61,32955.0,14159.0,219023
1740835913202,2025-03-01 13:31:53.202,236.76,0.018,2.0,2.6,50.02,4.0,4.262,0.61,32955.0,14159.0,219507
1740835913540,2025-03-01 13:31:53.540,236.67,0.018,2.0,2.556,50.03,4.0,4.26,0.6,32955.0,14159.0,235388
1740835913863,2025-03-01 13:31:53.863,236.67,0.018,2.0,2.556,50.03,4.0,4.26,0.6,32955.0,14159.0,219298
1740835914185,2025-03-01 13:31:54.185,236.67,0.018,2.0,2.556,50.03,4.0,4.26,0.6,32955.0,14159.0,219591
1740835914522,2025-03-01 13:31:54.522,236.64,0.018,2.0,2.598,50.03,4.0,4.26,0.61,32955.0,14159.0,234183
1740835914844,2025-03-01 13:31:54.844,236.64,0.018,2.0,2.598,50.03,4.0,4.26,0.61,32955.0,14159.0,219330
1740835915167,2025-03-01 13:31:55.167,236.64,0.018,2.0,2.598,50.03,4.0,4.26,0.61,32955.0,14159.0,220077
1740835915506,2025-03-01 13:31:55.506,236.64,0.018,2.0,2.598,50.03,4.0,4.26,0.61,32955.0,14159.0,235416
1740835915829,2025-03-01 13:31:55.829,236.63,0.018,2.0,2.556,50.03,4.0,4.259,0.6,32955.0,14159.0,220272
1740835916151,2025-03-01 13:31:56.151,236.63,0.018,2.0,2.556,50.03,4.0,4.259,0.6,32955.0,14159.0,219861
1740835916481,2025-03-01 13:31:56.481,236.63,0.018,2.0,2.556,50.03,4.0,4.259,0.6,32955.0,14159.0,226907
1740835916803,2025-03-01 13:31:56.803,236.47,0.018,2.0,2.554,50.03,4.0,4.256,0.6,32955.0,14159.0,219312
1740835917126,2025-03-01 13:31:57.126,236.47,0.018,2.0,2.554,50.03,4.0,4.256,0.6,32955.0,14159.0,219870
1740835917458,2025-03-01 13:31:57.458,236.47,0.018,2.0,2.554,50.03,4.0,4.256,0.6,32955.0,14159.0,229496
1740835917780,2025-03-01 13:31:57.780,236.51,0.018,2.0,2.597,50.03,4.0,4.257,0.61,32955.0,14159.0,218987
1740835918102,2025-03-01 13:31:58.102,236.51,0.018,2.0,2.597,50.03,4.0,4.257,0.61,32955.0,14159.0,219327
1740835918432,2025-03-01 13:31:58.432,236.51,0.018,2.0,2.597,50.03,4.0,4.257,0.61,32955.0,14159.0,227525
1740835918762,2025-03-01 13:31:58.762,236.59,0.018,2.0,2.64,50.04,4.0,4.259,0.62,32955.0,14159.0,226465
