Unix Timestamp (ms),UTC Human-Readable,Voltage (V),Current (A),Active Power (W),Computed Active Power (W) - Precise,Frequency (Hz),Apparent Power (VA),Computed Apparent Power (VA),Power Factor (PF),Total Energy (Wh),Resettable Energy (Wh),Elapsed Time (µs)
1740842956196,2025-03-01 15:29:16.196,235.88,0.013,1.0,1.901,49.98,3.0,3.066,0.62,32959.0,14160.0,224056
1740842956581,2025-03-01 15:29:16.581,235.88,0.013,1.0,1.901,49.98,3.0,3.066,0.62,32959.0,14160.0,240258
1740842956908,2025-03-01 15:29:16.908,235.88,0.013,1.0,1.901,49.98,3.0,3.066,0.62,32959.0,14160.0,221098
1740842957235,2025-03-01 15:29:17.235,235.88,0.013,1.0,1.901,49.98,3.0,3.066,0.62,32959.0,14160.0,222282
1740842957608,2025-03-01 15:29:17.608,235.88,0.013,1.0,1.901,49.98,3.0,3.066,0.62,32959.0,14160.0,230147
1740842957934,2025-03-01 15:29:17.934,235.93,0.013,1.0,1.902,49.98,3.0,3.067,0.62,32959.0,14160.0,220471
1740842958313,2025-03-01 15:29:18.313,235.93,0.013,1.0,1.902,49.98,3.0,3.067,0.62,32959.0,14160.0,273246
1740842958649,2025-03-01 15:29:18.649,235.93,0.013,1.0,1.902,49.98,3.0,3.067,0.62,32959.0,14160.0,230429
1740842958977,2025-03-01 15:29:18.977,235.9,0.014,2.0,2.015,49.98,3.0,3.303,0.61,32959.0,14160.0,222721
1740842959325,2025-03-01 15:29:19.325,235.9,0.014,2.0,2.015,49.98,3.0,3.303,0.61,32959.0,14160.0,242607
1740842959660,2025-03-01 15:29:19.660,235.9,0.014,2.0,2.015,49.98,3.0,3.303,0.61,32959.0,14160.0,229388
1740842959988,2025-03-01 15:29:19.988,235.96,0.013,1.0,1.933,49.98,3.0,3.067,0.63,32959.0,14160.0,221458
1740842960367,2025-03-01 15:29:20.367,235.96,0.013,1.0,1.933,49.98,3.0,3.067,0.63,32959.0,14160.0,274198
1740842960704,2025-03-01 15:29:20.704,235.96,0.013,1.0,1.933,49.98,3.0,3.067,0.63,32959.0,14160.0,230489
1740842961031,2025-03-01 15:29:21.031,236.01,0.013,1.0,1.902,49.98,3.0,3.068,0.62,32959.0,14160.0,221572
1740842961380,2025-03-01 15:29:21.380,236.01,0.013,1.0,1.902,49.98,3.0,3.068,0.62,32959.0,14160.0,243858
1740842961718,2025-03-01 15:29:21.718,236.11,0.013,1.0,1.903,49.98,3.0,3.069,0.62,32959.0,14160.0,232925
1740842962045,2025-03-01 15:29:22.045,236.11,0.013,1.0,1.903,49.98,3.0,3.069,0.62,32959.0,14160.0,221493
1740842962423,2025-03-01 15:29:22.423,236.11,0.013,1.0,1.903,49.98,3.0,3.069,0.62,32959.0,14160.0,272543
1740842962751,2025-03-01 15:29:22.751,235.99,0.013,1.0,1.902,49.98,3.0,3.068,0.62,32959.0,14160.0,222413
1740842963079,2025-03-01 15:29:23.079,235.99,0.013,1.0,1.902,49.98,3.0,3.068,0.62,32959.0,14160.0,222196
1740842963428,2025-03-01 15:29:23.428,235.99,0.013,1.0,1.902,49.98,3.0,3.068,0.62,32959.0,14160.0,242531
1740842963754,2025-03-01 15:29:23.754,236.01,0.013,1.0,1.933,49.98,3.0,3.068,0.63,32959.0,14160.0,221913
1740842964083,2025-03-01 15:29:24.083,236.01,0.013,1.0,1.933,49.98,3.0,3.068,0.63,32959.0,14160.0,222187
1740842964461,2025-03-01 15:29:24.461,236.01,0.013,1.0,1.933,49.98,3.0,3.068,0.63,32959.0,14160.0,272704
1740842964813,2025-03-01 15:29:24.813,236.02,0.016,2.0,2.266,49.98,3.0,3.776,0.6,32959.0,14160.0,221281
1740842965139,2025-03-01 15:29:25.139,236.02,0.016,2.0,2.266,49.98,3.0,3.776,0.6,32959.0,14160.0,221332
1740842965487,2025-03-01 15:29:25.487,236.02,0.016,2.0,2.266,49.98,3.0,3.776,0.6,32959.0,14160.0,242257
1740842965814,2025-03-01 15:29:25.814,235.99,0.017,2.0,2.367,49.98,4.0,4.012,0.59,32959.0,14160.0,221695
1740842966172,2025-03-01 15:29:26.172,235.99,0.017,2.0,2.367,49.98,4.0,4.012,0.59,32959.0,14160.0,221429
1740842966518,2025-03-01 15:29:26.518,235.99,0.017,2.0,2.367,49.98,4.0,4.012,0.59,32959.0,14160.0,241637
1740842966844,2025-03-01 15:29:26.844,235.9,0.017,2.0,2.366,49.98,4.0,4.01,0.59,32959.0,14160.0,220443
1740842967171,2025-03-01 15:29:27.171,235.9,0.017,2.0,2.366,49.98,4.0,4.01,0.59,32959.0,14160.0,221094
1740842967520,2025-03-01 15:29:27.520,235.9,0.017,2.0,2.366,49.98,4.0,4.01,0.59,32959.0,14160.0,242902
1740842967849,2025-03-01 15:29:27.849,235.95,0.017,2.0,2.367,49.99,4.0,4.011,0.59,32959.0,14160.0,223762
1740842968176,2025-03-01 15:29:28.176,235.95,0.017,2.0,2.367,49.99,4.0,4.011,0.59,32959.0,14160.0,222065
1740842968523,2025-03-01 15:29:28.523,235.95,0.017,2.0,2.367,49.99,4.0,4.011,0.59,32959.0,14160.0,241709
1740842968849,2025-03-01 15:29:28.849,236.02,0.017,2.0,2.367,49.99,4.0,4.012,0.59,32959.0,14160.0,220320
