Unix Timestamp (ms),UTC Human-Readable,Voltage (V),Current (A),Active Power (W),Computed Active Power (W) - Precise,Frequency (Hz),Apparent Power (VA),Computed Apparent Power (VA),Power Factor (PF),Total Energy (Wh),Resettable Energy (Wh),Elapsed Time (µs)
1740660580675,2025-02-27 12:49:40.675,235.37,0.013,1.0,1.928,50.0,3.0,3.06,0.63,32946.0,14157.0,235524
1740660581006,2025-02-27 12:49:41.006,235.37,0.013,1.0,1.928,50.0,3.0,3.06,0.63,32946.0,14157.0,227184
1740660581328,2025-02-27 12:49:41.328,235.37,0.014,2.0,2.01,50.0,3.0,3.295,0.61,32946.0,14157.0,219612
1740660581650,2025-02-27 12:49:41.650,235.37,0.014,2.0,2.01,50.0,3.0,3.295,0.61,32946.0,14157.0,219054
1740660581981,2025-02-27 12:49:41.981,235.37,0.014,2.0,2.01,50.0,3.0,3.295,0.61,32946.0,14157.0,226997
1740660582303,2025-02-27 12:49:42.303,235.45,0.013,1.0,1.898,50.01,3.0,3.061,0.62,32946.0,14157.0,219307
1740660582646,2025-02-27 12:49:42.646,235.45,0.013,1.0,1.898,50.01,3.0,3.061,0.62,32946.0,14157.0,239801
1740660582974,2025-02-27 12:49:42.974,235.45,0.013,1.0,1.898,50.01,3.0,3.061,0.62,32946.0,14157.0,226166
1740660583296,2025-02-27 12:49:43.296,235.47,0.013,1.0,1.898,50.01,3.0,3.061,0.62,32946.0,14157.0,218789
1740660583618,2025-02-27 12:49:43.618,235.47,0.013,1.0,1.898,50.01,3.0,3.061,0.62,32946.0,14157.0,219593
1740660583939,2025-02-27 12:49:43.939,235.47,0.013,1.0,1.898,50.01,3.0,3.061,0.62,32946.0,14157.0,218850
1740660584261,2025-02-27 12:49:44.261,235.47,0.014,2.0,2.011,50.01,3.0,3.297,0.61,32946.0,14157.0,218774
1740660584603,2025-02-27 12:49:44.603,235.47,0.014,2.0,2.011,50.01,3.0,3.297,0.61,32946.0,14157.0,239964
1740660584924,2025-02-27 12:49:44.924,235.47,0.014,2.0,2.011,50.01,3.0,3.297,0.61,32946.0,14157.0,218411
1740660585246,2025-02-27 12:49:45.246,235.45,0.015,2.0,2.119,50.01,3.0,3.532,0.6,32946.0,14157.0,218961
1740660585568,2025-02-27 12:49:45.568,235.45,0.015,2.0,2.119,50.01,3.0,3.532,0.6,32946.0,14157.0,219510
1740660585890,2025-02-27 12:49:45.890,235.45,0.015,2.0,2.119,50.01,3.0,3.532,0.6,32946.0,14157.0,218579
1740660586210,2025-02-27 12:49:46.210,235.36,0.015,2.0,2.118,50.01,3.0,3.53,0.6,32946.0,14157.0,218088
1740660586552,2025-02-27 12:49:46.552,235.36,0.015,2.0,2.118,50.01,3.0,3.53,0.6,32946.0,14157.0,239789
1740660586874,2025-02-27 12:49:46.874,235.36,0.015,2.0,2.118,50.01,3.0,3.53,0.6,32946.0,14157.0,218978
1740660587197,2025-02-27 12:49:47.197,235.44,0.014,2.0,2.011,50.01,3.0,3.296,0.61,32946.0,14157.0,219388
1740660587519,2025-02-27 12:49:47.519,235.44,0.014,2.0,2.011,50.01,3.0,3.296,0.61,32946.0,14157.0,219340
1740660587840,2025-02-27 12:49:47.840,235.44,0.014,2.0,2.011,50.01,3.0,3.296,0.61,32946.0,14157.0,218355
1740660588169,2025-02-27 12:49:48.169,235.47,0.013,1.0,1.898,50.02,3.0,3.061,0.62,32946.0,14157.0,226747
1740660588512,2025-02-27 12:49:48.512,235.47,0.013,1.0,1.898,50.02,3.0,3.061,0.62,32946.0,14157.0,240184
1740660588834,2025-02-27 12:49:48.834,235.47,0.013,1.0,1.898,50.02,3.0,3.061,0.62,32946.0,14157.0,219010
1740660589164,2025-02-27 12:49:49.164,235.46,0.015,2.0,2.119,50.02,3.0,3.532,0.6,32946.0,14157.0,226794
1740660589486,2025-02-27 12:49:49.486,235.46,0.015,2.0,2.119,50.02,3.0,3.532,0.6,32946.0,14157.0,219074
1740660589808,2025-02-27 12:49:49.808,235.46,0.015,2.0,2.119,50.02,3.0,3.532,0.6,32946.0,14157.0,218758
1740660590138,2025-02-27 12:49:50.138,235.42,0.016,2.0,2.26,50.02,3.0,3.767,0.6,32946.0,14157.0,227612
1740660590480,2025-02-27 12:49:50.480,235.42,0.016,2.0,2.26,50.02,3.0,3.767,0.6,32946.0,14157.0,238322
1740660590801,2025-02-27 12:49:50.801,235.42,0.016,2.0,2.26,50.02,3.0,3.767,0.6,32946.0,14157.0,219131
1740660591131,2025-02-27 12:49:51.131,235.42,0.016,2.0,2.26,50.02,3.0,3.767,0.6,32946.0,14157.0,226747
1740660591452,2025-02-27 12:49:51.452,235.41,0.016,2.0,2.26,50.02,3.0,3.767,0.6,32946.0,14157.0,218704
1740660591774,2025-02-27 12:49:51.774,235.41,0.016,2.0,2.26,50.02,3.0,3.767,0.6,32946.0,14157.0,218719
1740660592104,2025-02-27 12:49:52.104,235.41,0.016,2.0,2.26,50.02,3.0,3.767,0.6,32946.0,14157.0,227074
