Unix Timestamp (ms),UTC Human-Readable,Voltage (V),Current (A),Active Power (W),Computed Active Power (W) - Precise,Frequency (Hz),Apparent Power (VA),Computed Apparent Power (VA),Power Factor (PF),Total Energy (Wh),Resettable Energy (Wh),Elapsed Time (µs)
1740589256779,2025-02-26 17:00:56.779,235.25,0.013,1.0,1.866,50.01,3.0,3.058,0.61,32939.0,14155.0,219660
1740589257101,2025-02-26 17:00:57.101,235.25,0.013,1.0,1.866,50.01,3.0,3.058,0.61,32939.0,14155.0,218975
1740589257422,2025-02-26 17:00:57.422,235.25,0.013,1.0,1.866,50.01,3.0,3.058,0.61,32939.0,14155.0,219166
1740589257744,2025-02-26 17:00:57.744,235.1,0.014,2.0,2.008,50.01,3.0,3.291,0.61,32939.0,14155.0,218734
1740589258066,2025-02-26 17:00:58.066,235.1,0.014,2.0,2.008,50.01,3.0,3.291,0.61,32939.0,14155.0,218973
1740589258388,2025-02-26 17:00:58.388,235.1,0.014,2.0,2.008,50.01,3.0,3.291,0.61,32939.0,14155.0,219691
1740589258710,2025-02-26 17:00:58.710,235.01,0.014,2.0,1.941,50.01,3.0,3.29,0.59,32939.0,14155.0,219640
1740589259032,2025-02-26 17:00:59.032,235.01,0.014,2.0,1.941,50.01,3.0,3.29,0.59,32939.0,14155.0,219143
1740589259354,2025-02-26 17:00:59.354,235.01,0.014,2.0,1.941,50.01,3.0,3.29,0.59,32939.0,14155.0,219876
1740589259685,2025-02-26 17:00:59.685,234.89,0.015,2.0,2.044,50.01,3.0,3.523,0.58,32939.0,14155.0,227753
1740589260007,2025-02-26 17:01:00.007,234.89,0.015,2.0,2.044,50.01,3.0,3.523,0.58,32939.0,14155.0,219498
1740589260329,2025-02-26 17:01:00.329,234.89,0.015,2.0,2.044,50.01,3.0,3.523,0.58,32939.0,14155.0,219454
1740589260658,2025-02-26 17:01:00.658,234.76,0.014,1.0,1.972,50.0,3.0,3.287,0.6,32939.0,14155.0,226918
1740589260979,2025-02-26 17:01:00.979,234.76,0.014,1.0,1.972,50.0,3.0,3.287,0.6,32939.0,14155.0,218541
1740589261302,2025-02-26 17:01:01.302,234.76,0.014,1.0,1.972,50.0,3.0,3.287,0.6,32939.0,14155.0,220137
1740589261640,2025-02-26 17:01:01.640,234.78,0.015,2.0,2.078,50.0,3.0,3.522,0.59,32939.0,14155.0,235852
1740589261962,2025-02-26 17:01:01.962,234.78,0.015,2.0,2.078,50.0,3.0,3.522,0.59,32939.0,14155.0,218589
1740589262284,2025-02-26 17:01:02.284,234.78,0.015,2.0,2.078,50.0,3.0,3.522,0.59,32939.0,14155.0,219301
1740589262613,2025-02-26 17:01:02.613,234.78,0.015,2.0,2.078,50.0,3.0,3.522,0.59,32939.0,14155.0,226746
1740589262935,2025-02-26 17:01:02.935,234.94,0.015,2.0,2.079,50.0,3.0,3.524,0.59,32939.0,14155.0,218858
1740589263258,2025-02-26 17:01:03.258,234.94,0.015,2.0,2.079,50.0,3.0,3.524,0.59,32939.0,14155.0,220293
