UTC_Timestamp,Resolution,FPS,Codecs,Bandwidth_kbps,Network_Activity_KB,Buffer_Health_s,Live_Latency_s,Latency_Mode
1741539661071,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,1,24.33,0.00,Manifestless, Optimized for Normal Latency, seq 1829
1741539661471,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,8,24.08,0.00,Manifestless, Optimized for Normal Latency, seq 1829
1741539661871,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,0,23.56,0.00,Manifestless, Optimized for Normal Latency, seq 1829
1741539662272,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,0,23.31,0.00,Manifestless, Optimized for Normal Latency, seq 1829
1741539662672,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,0,23.06,0.00,Manifestless, Optimized for Normal Latency, seq 1829
1741539663074,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,0,23.06,0.00,Manifestless, Optimized for Normal Latency, seq 1829
1741539663474,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,0,23.06,0.00,Manifestless, Optimized for Normal Latency, seq 1829
1741539663874,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,0,23.06,0.00,Manifestless, Optimized for Normal Latency, seq 1829
1741539664274,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,0,23.06,0.00,Manifestless, Optimized for Normal Latency, seq 1829
1741539664675,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,0,23.06,0.00,Manifestless, Optimized for Normal Latency, seq 1829
1741539665075,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,210,21.01,0.00,Manifestless, Optimized for Normal Latency, seq 1829
1741539665475,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,0,25.03,0.00,Manifestless, Optimized for Normal Latency, seq 1830
1741539665876,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,0,24.71,0.00,Manifestless, Optimized for Normal Latency, seq 1830
1741539666275,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,14,24.19,0.00,Manifestless, Optimized for Normal Latency, seq 1830
1741539666676,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,0,23.94,0.00,Manifestless, Optimized for Normal Latency, seq 1830
1741539667076,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,0,23.42,0.00,Manifestless, Optimized for Normal Latency, seq 1830
1741539667476,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7052,72,25.18,0.00,Manifestless, Optimized for Normal Latency, seq 1830
1741539667877,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),3376,70,27.64,0.00,Manifestless, Optimized for Normal Latency, seq 1830
1741539668278,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),3376,0,27.13,0.00,Manifestless, Optimized for Normal Latency, seq 1830
1741539668678,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),3376,0,26.88,0.00,Manifestless, Optimized for Normal Latency, seq 1830
1741539669079,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),3376,0,26.38,0.00,Manifestless, Optimized for Normal Latency, seq 1830
1741539669479,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),3376,0,26.13,0.00,Manifestless, Optimized for Normal Latency, seq 1830
1741539669879,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),3376,0,25.63,0.00,Manifestless, Optimized for Normal Latency, seq 1830
1741539670283,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),3376,0,25.13,0.00,Manifestless, Optimized for Normal Latency, seq 1830
1741539670684,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),3376,0,24.88,0.00,Manifestless, Optimized for Normal Latency, seq 1831
1741539671085,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),3376,0,24.37,0.00,Manifestless, Optimized for Normal Latency, seq 1831
1741539671485,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),3376,0,24.11,0.00,Manifestless, Optimized for Normal Latency, seq 1831
1741539671885,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),3376,74,23.61,0.00,Manifestless, Optimized for Normal Latency, seq 1831
1741539672285,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2875,98,28.10,0.00,Manifestless, Optimized for Normal Latency, seq 1831
1741539672685,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2875,0,27.86,0.00,Manifestless, Optimized for Normal Latency, seq 1831
1741539673086,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2875,0,27.35,0.00,Manifestless, Optimized for Normal Latency, seq 1831
1741539673487,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2875,0,27.10,0.00,Manifestless, Optimized for Normal Latency, seq 1831
1741539673887,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2875,0,26.55,0.00,Manifestless, Optimized for Normal Latency, seq 1831
1741539674289,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2875,0,26.30,0.00,Manifestless, Optimized for Normal Latency, seq 1831
1741539674689,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2875,0,25.79,0.00,Manifestless, Optimized for Normal Latency, seq 1831
1741539675090,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2875,0,25.27,0.00,Manifestless, Optimized for Normal Latency, seq 1831
1741539675490,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2875,0,25.02,0.00,Manifestless, Optimized for Normal Latency, seq 1832
1741539675890,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2875,0,24.50,0.00,Manifestless, Optimized for Normal Latency, seq 1832
1741539676294,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2875,15,24.25,0.00,Manifestless, Optimized for Normal Latency, seq 1832
1741539676695,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1737,110,28.74,0.00,Manifestless, Optimized for Normal Latency, seq 1832
1741539677095,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1737,0,28.48,0.00,Manifestless, Optimized for Normal Latency, seq 1832
1741539677495,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1737,0,27.98,0.00,Manifestless, Optimized for Normal Latency, seq 1832
1741539677897,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1737,0,27.65,0.00,Manifestless, Optimized for Normal Latency, seq 1832
1741539678297,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1737,0,27.14,0.00,Manifestless, Optimized for Normal Latency, seq 1832
1741539678698,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1737,0,26.88,0.00,Manifestless, Optimized for Normal Latency, seq 1832
1741539679098,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1737,0,26.38,0.00,Manifestless, Optimized for Normal Latency, seq 1832
1741539679499,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1737,0,25.87,0.00,Manifestless, Optimized for Normal Latency, seq 1832
1741539679900,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1737,0,25.62,0.00,Manifestless, Optimized for Normal Latency, seq 1832
1741539680300,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1737,0,25.11,0.00,Manifestless, Optimized for Normal Latency, seq 1833
1741539680699,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1737,0,24.75,0.00,Manifestless, Optimized for Normal Latency, seq 1833
1741539681100,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1737,16,24.41,0.00,Manifestless, Optimized for Normal Latency, seq 1833
1741539681500,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1737,158,26.67,0.00,Manifestless, Optimized for Normal Latency, seq 1833
1741539681900,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1409,82,28.65,0.00,Manifestless, Optimized for Normal Latency, seq 1833
1741539682300,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1409,0,28.15,0.00,Manifestless, Optimized for Normal Latency, seq 1833
1741539682700,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1409,0,27.89,0.00,Manifestless, Optimized for Normal Latency, seq 1833
1741539683101,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1409,0,27.37,0.00,Manifestless, Optimized for Normal Latency, seq 1833
1741539683502,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1409,0,26.86,0.00,Manifestless, Optimized for Normal Latency, seq 1833
1741539683902,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1409,0,26.61,0.00,Manifestless, Optimized for Normal Latency, seq 1833
1741539684303,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1409,0,26.11,0.00,Manifestless, Optimized for Normal Latency, seq 1833
1741539684704,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1409,0,25.86,0.00,Manifestless, Optimized for Normal Latency, seq 1833
1741539685104,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1409,0,25.35,0.00,Manifestless, Optimized for Normal Latency, seq 1833
1741539685505,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1409,0,25.10,0.00,Manifestless, Optimized for Normal Latency, seq 1834
1741539685906,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1409,0,24.60,0.00,Manifestless, Optimized for Normal Latency, seq 1834
1741539686306,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),1409,112,25.02,0.00,Manifestless, Optimized for Normal Latency, seq 1834
1741539686708,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2275,112,28.76,0.00,Manifestless, Optimized for Normal Latency, seq 1834
1741539687110,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2275,0,28.26,0.00,Manifestless, Optimized for Normal Latency, seq 1834
1741539687511,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2275,0,28.00,0.00,Manifestless, Optimized for Normal Latency, seq 1834
1741539687912,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2275,0,27.50,0.00,Manifestless, Optimized for Normal Latency, seq 1834
1741539688312,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2275,0,27.25,0.00,Manifestless, Optimized for Normal Latency, seq 1834
1741539688712,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2275,0,26.68,0.00,Manifestless, Optimized for Normal Latency, seq 1834
1741539689114,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2275,0,26.43,0.00,Manifestless, Optimized for Normal Latency, seq 1834
1741539689514,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2275,0,25.91,0.00,Manifestless, Optimized for Normal Latency, seq 1834
1741539689914,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2275,0,25.66,0.00,Manifestless, Optimized for Normal Latency, seq 1834
1741539690314,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2275,0,25.15,0.00,Manifestless, Optimized for Normal Latency, seq 1834
1741539690715,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2275,0,24.65,0.00,Manifestless, Optimized for Normal Latency, seq 1835
1741539691115,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),2275,16,24.40,0.00,Manifestless, Optimized for Normal Latency, seq 1835
1741539691517,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),4012,164,25.62,0.00,Manifestless, Optimized for Normal Latency, seq 1835
1741539691917,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),4012,0,28.59,0.00,Manifestless, Optimized for Normal Latency, seq 1835
1741539692317,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),4012,0,28.06,0.00,Manifestless, Optimized for Normal Latency, seq 1835
1741539692719,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),4012,0,27.81,0.00,Manifestless, Optimized for Normal Latency, seq 1835
1741539693119,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),4012,0,27.31,0.00,Manifestless, Optimized for Normal Latency, seq 1835
1741539693519,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),4012,0,27.01,0.00,Manifestless, Optimized for Normal Latency, seq 1835
1741539693919,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),4012,0,26.51,0.00,Manifestless, Optimized for Normal Latency, seq 1835
1741539694319,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),4012,0,26.25,0.00,Manifestless, Optimized for Normal Latency, seq 1835
1741539694719,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),4012,0,25.75,0.00,Manifestless, Optimized for Normal Latency, seq 1835
1741539695118,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),4012,0,25.50,0.00,Manifestless, Optimized for Normal Latency, seq 1835
1741539695521,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),4012,0,24.96,0.00,Manifestless, Optimized for Normal Latency, seq 1836
1741539695921,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),4012,5,24.46,0.00,Manifestless, Optimized for Normal Latency, seq 1836
1741539696321,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),4012,30,24.12,0.00,Manifestless, Optimized for Normal Latency, seq 1836
1741539696721,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,219,28.86,0.00,Manifestless, Optimized for Normal Latency, seq 1836
1741539697122,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,0,28.36,0.00,Manifestless, Optimized for Normal Latency, seq 1836
1741539697522,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,0,28.06,0.00,Manifestless, Optimized for Normal Latency, seq 1836
1741539697922,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,0,27.54,0.00,Manifestless, Optimized for Normal Latency, seq 1836
1741539698322,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,0,27.26,0.00,Manifestless, Optimized for Normal Latency, seq 1836
1741539698723,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,0,26.74,0.00,Manifestless, Optimized for Normal Latency, seq 1836
1741539699123,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,0,26.48,0.00,Manifestless, Optimized for Normal Latency, seq 1836
1741539699525,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,0,25.98,0.00,Manifestless, Optimized for Normal Latency, seq 1836
1741539699925,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,0,25.48,0.00,Manifestless, Optimized for Normal Latency, seq 1836
1741539700327,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,0,25.23,0.00,Manifestless, Optimized for Normal Latency, seq 1836
1741539700727,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,0,24.73,0.00,Manifestless, Optimized for Normal Latency, seq 1837
1741539701128,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,16,24.47,0.00,Manifestless, Optimized for Normal Latency, seq 1837
1741539701528,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,0,23.96,0.00,Manifestless, Optimized for Normal Latency, seq 1837
1741539701929,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),5509,105,23.64,0.00,Manifestless, Optimized for Normal Latency, seq 1837
1741539702329,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7073,0,28.13,0.00,Manifestless, Optimized for Normal Latency, seq 1837
1741539702730,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7073,0,27.88,0.00,Manifestless, Optimized for Normal Latency, seq 1837
1741539703131,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7073,0,27.88,0.00,Manifestless, Optimized for Normal Latency, seq 1837
1741539703532,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7073,0,27.88,0.00,Manifestless, Optimized for Normal Latency, seq 1837
1741539703933,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7073,0,27.88,0.00,Manifestless, Optimized for Normal Latency, seq 1837
1741539704333,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7073,0,27.88,0.00,Manifestless, Optimized for Normal Latency, seq 1837
1741539704735,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7073,0,27.88,0.00,Manifestless, Optimized for Normal Latency, seq 1837
1741539705135,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7073,0,25.34,0.00,Manifestless, Optimized for Normal Latency, seq 1837
1741539705536,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7073,0,24.83,0.00,Manifestless, Optimized for Normal Latency, seq 1838
1741539705938,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7073,0,24.57,0.00,Manifestless, Optimized for Normal Latency, seq 1838
1741539706338,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7073,15,24.25,0.00,Manifestless, Optimized for Normal Latency, seq 1838
1741539706739,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7512,79,28.74,0.00,Manifestless, Optimized for Normal Latency, seq 1838
1741539707139,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7512,0,28.23,0.00,Manifestless, Optimized for Normal Latency, seq 1838
1741539707540,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7512,0,27.98,0.00,Manifestless, Optimized for Normal Latency, seq 1838
1741539707940,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7512,0,27.48,0.00,Manifestless, Optimized for Normal Latency, seq 1838
1741539708340,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7512,0,27.20,0.00,Manifestless, Optimized for Normal Latency, seq 1838
1741539708740,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7512,0,26.70,0.00,Manifestless, Optimized for Normal Latency, seq 1838
1741539709140,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7512,0,26.43,0.00,Manifestless, Optimized for Normal Latency, seq 1838
1741539709539,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7512,0,25.90,0.00,Manifestless, Optimized for Normal Latency, seq 1838
1741539709940,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7512,0,25.64,0.00,Manifestless, Optimized for Normal Latency, seq 1838
1741539710341,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7512,0,25.12,0.00,Manifestless, Optimized for Normal Latency, seq 1838
1741539710742,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7512,0,24.83,0.00,Manifestless, Optimized for Normal Latency, seq 1839
1741539711142,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7512,16,24.31,0.00,Manifestless, Optimized for Normal Latency, seq 1839
1741539711542,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),7512,148,24.82,0.00,Manifestless, Optimized for Normal Latency, seq 1839
1741539711945,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),8865,0,28.54,0.00,Manifestless, Optimized for Normal Latency, seq 1839
1741539712345,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),8865,0,28.03,0.00,Manifestless, Optimized for Normal Latency, seq 1839
1741539712745,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),8865,0,27.78,0.00,Manifestless, Optimized for Normal Latency, seq 1839
1741539713146,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),8865,0,27.24,0.00,Manifestless, Optimized for Normal Latency, seq 1839
1741539713547,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),8865,0,26.97,0.00,Manifestless, Optimized for Normal Latency, seq 1839
1741539713947,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),8865,0,26.44,0.00,Manifestless, Optimized for Normal Latency, seq 1839
1741539714347,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),8865,0,26.19,0.00,Manifestless, Optimized for Normal Latency, seq 1839
1741539714747,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),8865,0,25.62,0.00,Manifestless, Optimized for Normal Latency, seq 1839
1741539715148,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),8865,0,25.36,0.00,Manifestless, Optimized for Normal Latency, seq 1839
1741539715549,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),8865,0,24.83,0.00,Manifestless, Optimized for Normal Latency, seq 1840
1741539715949,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),8865,0,24.57,0.00,Manifestless, Optimized for Normal Latency, seq 1840
1741539716350,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,245,24.01,0.00,Manifestless, Optimized for Normal Latency, seq 1840
1741539716750,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,28.75,0.00,Manifestless, Optimized for Normal Latency, seq 1840
1741539717150,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,28.45,0.00,Manifestless, Optimized for Normal Latency, seq 1840
1741539717553,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,27.93,0.00,Manifestless, Optimized for Normal Latency, seq 1840
1741539717955,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,27.43,0.00,Manifestless, Optimized for Normal Latency, seq 1840
1741539718357,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,27.17,0.00,Manifestless, Optimized for Normal Latency, seq 1840
1741539718757,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,26.63,0.00,Manifestless, Optimized for Normal Latency, seq 1840
1741539719157,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,26.38,0.00,Manifestless, Optimized for Normal Latency, seq 1840
1741539719559,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,25.88,0.00,Manifestless, Optimized for Normal Latency, seq 1840
1741539719959,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,25.63,0.00,Manifestless, Optimized for Normal Latency, seq 1840
1741539720359,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,25.12,0.00,Manifestless, Optimized for Normal Latency, seq 1841
1741539720759,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,24.61,0.00,Manifestless, Optimized for Normal Latency, seq 1841
1741539721161,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,16,24.36,0.00,Manifestless, Optimized for Normal Latency, seq 1841
1741539721564,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,105,28.72,0.00,Manifestless, Optimized for Normal Latency, seq 1841
1741539721964,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,28.47,0.00,Manifestless, Optimized for Normal Latency, seq 1841
1741539722364,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,28.21,0.00,Manifestless, Optimized for Normal Latency, seq 1841
1741539722765,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,27.71,0.00,Manifestless, Optimized for Normal Latency, seq 1841
1741539723167,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,27.21,0.00,Manifestless, Optimized for Normal Latency, seq 1841
1741539723567,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,26.95,0.00,Manifestless, Optimized for Normal Latency, seq 1841
1741539723967,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,26.43,0.00,Manifestless, Optimized for Normal Latency, seq 1841
1741539724367,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,26.18,0.00,Manifestless, Optimized for Normal Latency, seq 1841
1741539724767,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,25.67,0.00,Manifestless, Optimized for Normal Latency, seq 1841
1741539725168,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,25.41,0.00,Manifestless, Optimized for Normal Latency, seq 1841
1741539725569,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,0,24.91,0.00,Manifestless, Optimized for Normal Latency, seq 1842
1741539725969,640x360,30,vp09.00.51.08.01.01.01.01.00 (243) / mp4a.40.2 (140),9348,16,24.41,0.00,Manifestless, Optimized for Normal Latency, seq 1842
