UTC_Timestamp,Resolution,FPS,Codecs,Bandwidth_kbps,Network_Activity_KB,Buffer_Health_s,Live_Latency_s,Latency_Mode
1741609242730,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,13.43,null,null
1741609243130,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,13.00,null,null
1741609243531,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,12.75,null,null
1741609243935,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,12.22,null,null
1741609244338,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,11.96,null,null
1741609244739,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,11.96,null,null
1741609245142,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,11.96,null,null
1741609245542,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,11.96,null,null
1741609245943,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,10.20,null,null
1741609246351,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,10.20,null,null
1741609246752,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,10.20,null,null
1741609247153,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,10.20,null,null
1741609247553,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,10.20,null,null
1741609247954,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,10.20,null,null
1741609248354,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,10.20,null,null
1741609248755,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,10.20,null,null
1741609249156,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,10.20,null,null
1741609249559,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609249959,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609250359,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609250759,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609251160,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609251561,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609251962,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609252363,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609252764,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609253165,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609253566,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609253967,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609254368,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609254768,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609255169,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609255569,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609255969,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609256370,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609256771,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609257172,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609257576,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609257978,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609258379,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,6.89,null,null
1741609258779,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,4.65,null,null
1741609259180,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,4.65,null,null
1741609259581,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,4.65,null,null
1741609259987,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,4.65,null,null
1741609260388,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,4.65,null,null
1741609260788,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,4.65,null,null
1741609261189,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,0.00,null,null
1741609261590,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,0.00,null,null
1741609261991,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,0.00,null,null
1741609262391,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,0.00,null,null
1741609262792,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,0.00,null,null
1741609263192,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,0.00,null,null
1741609263595,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,0.00,null,null
1741609263996,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,0.00,null,null
1741609264397,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,0.00,null,null
1741609264798,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,0.00,null,null
1741609265198,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,0.00,null,null
1741609265600,1920x1080,25,av01.0.08M.08 (399) / opus (251),9760,0,0.00,null,null
1741609266000,0x0,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),9760,0,0.00,0.00,Manifestless, Optimized for Normal Latency, seq 3284
1741609266402,0x0,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),9760,0,0.00,0.00,Manifestless, Optimized for Normal Latency, seq 3284
1741609266803,0x0,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),9760,0,0.00,0.00,Manifestless, Optimized for Normal Latency, seq 3284
1741609267203,0x0,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),9760,0,0.00,0.00,Manifestless, Optimized for Normal Latency, seq 3284
1741609267603,0x0,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),9760,0,0.00,0.00,Manifestless, Optimized for Normal Latency, seq 3284
1741609268004,0x0,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),9760,0,0.00,0.00,Manifestless, Optimized for Normal Latency, seq 3284
1741609268404,0x0,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),9760,0,0.00,0.00,Manifestless, Optimized for Normal Latency, seq 3284
1741609268805,0x0,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),9760,0,0.00,0.00,Manifestless, Optimized for Normal Latency, seq 3284
1741609269205,0x0,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),9760,0,0.00,0.00,Manifestless, Optimized for Normal Latency, seq Infinity
1741609269606,0x0,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),9760,0,0.00,0.00,Manifestless, Optimized for Normal Latency, seq 3290
1741609270014,1920x1080,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),9760,1949,0.00,0.00,Manifestless, Optimized for Normal Latency, seq 3290
1741609270416,1920x1080,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),9760,977,0.00,0.00,Manifestless, Optimized for Normal Latency, seq 3290
1741609270816,1920x1080,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),9760,977,0.00,0.00,Manifestless, Optimized for Normal Latency, seq 3290
1741609271217,1920x1080,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),17906,3032,0.00,20.45,Manifestless, Optimized for Normal Latency, seq 3290
1741609271624,1920x1080,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),17906,3032,0.00,20.45,Manifestless, Optimized for Normal Latency, seq 3290
1741609272024,0x0,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),17906,2048,0.00,19.39,Manifestless, Optimized for Normal Latency, seq 3290
1741609272424,0x0,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),17906,2048,0.00,19.39,Manifestless, Optimized for Normal Latency, seq 3290
1741609272825,0x0,60,vp09.00.51.08.01.01.01.01.00 (303) / mp4a.40.2 (140),17906,0,0.00,21.51,Manifestless, Optimized for Normal Latency, seq 3290
1741609273225,1280x720,60,vp09.00.51.08.01.01.01.01.00 (302) / mp4a.40.2 (140),17906,1066,0.00,21.83,Manifestless, Optimized for Normal Latency, seq 3290
1741609273630,1280x720,60,vp09.00.51.08.01.01.01.01.00 (302) / mp4a.40.2 (140),25177,0,0.15,22.15,Manifestless, Optimized for Normal Latency, seq 3290
1741609274036,1280x720,60,vp09.00.51.08.01.01.01.01.00 (302) / mp4a.40.2 (140),25348,1071,1.46,22.34,Manifestless, Optimized for Normal Latency, seq 3290
1741609274442,1280x720,60,vp09.00.51.08.01.01.01.01.00 (302) / mp4a.40.2 (140),35543,0,18.31,22.42,Manifestless, Optimized for Normal Latency, seq 3290
1741609274842,1280x720,60,vp09.00.51.08.01.01.01.01.00 (302) / mp4a.40.2 (140),35543,0,18.31,22.42,Manifestless, Optimized for Normal Latency, seq 3290
1741609275245,1280x720,60,vp09.00.51.08.01.01.01.01.00 (302) / mp4a.40.2 (140),35543,0,18.31,22.42,Manifestless, Optimized for Normal Latency, seq 3290
1741609275647,1280x720,60,vp09.00.51.08.01.01.01.01.00 (302) / mp4a.40.2 (140),35543,0,17.56,22.43,Manifestless, Optimized for Normal Latency, seq 3290
1741609276048,1280x720,60,vp09.00.51.08.01.01.01.01.00 (302) / mp4a.40.2 (140),35543,0,17.56,22.43,Manifestless, Optimized for Normal Latency, seq 3290
1741609276448,1280x720,60,vp09.00.51.08.01.01.01.01.00 (302) / mp4a.40.2 (140),35543,0,17.27,22.42,Manifestless, Optimized for Normal Latency, seq 3290
1741609276850,1280x720,60,vp09.00.51.08.01.01.01.01.00 (302) / mp4a.40.2 (140),35543,0,16.88,22.43,Manifestless, Optimized for Normal Latency, seq 3290
1741609277251,1280x720,60,vp09.00.51.08.01.01.01.01.00 (302) / mp4a.40.2 (140),35543,0,16.54,22.43,Manifestless, Optimized for Normal Latency, seq 3290
1741609277652,1280x720,60,vp09.00.51.08.01.01.01.01.00 (302) / mp4a.40.2 (140),35543,16,15.91,22.48,Manifestless, Optimized for Normal Latency, seq 3290
1741609278053,1280x720,60,vp09.00.51.08.01.01.01.01.00 (302) / mp4a.40.2 (140),20187,1046,15.61,22.48,Manifestless, Optimized for Normal Latency, seq 3293
