Timestamp,Voltage (V),Current (A),Frequency (Hz),Phase (deg),Active Power (W),Reactive Power (VAR),Apparent Power (VA),Power Factor (PF),Total Energy (kWh),Resettable Energy (kWh)
2025-02-12 14:24:29.846,234.29,0.013,50.01,50.8,1.0,0.0,3.0,0.629,32.827,14.124
2025-02-12 14:24:30.074,234.22,0.013,50.01,44.2,1.0,0.0,3.0,0.625,32.827,14.124
2025-02-12 14:24:31.339,234.16,0.013,50.01,43.2,1.0,0.0,3.0,0.628,32.827,14.124
2025-02-12 14:24:33.571,234.13,0.013,50.0,48.5,1.0,0.0,3.0,0.625,32.827,14.124
2025-02-12 14:24:34.796,234.16,0.013,50.0,43.2,1.0,0.0,3.0,0.627,32.827,14.124
2025-02-12 14:24:35.023,234.06,0.013,49.99,45.8,1.0,0.0,3.0,0.626,32.827,14.124
2025-02-12 14:24:36.249,234.13,0.013,49.99,52.0,1.0,0.0,3.0,0.629,32.827,14.124
2025-02-12 14:24:37.526,234.14,0.013,49.99,44.6,1.0,0.0,3.0,0.63,32.827,14.124
2025-02-12 14:24:39.753,234.13,0.013,49.99,49.3,1.0,0.0,3.0,0.624,32.827,14.124
2025-02-12 14:24:40.977,234.14,0.013,49.99,45.5,1.0,0.0,3.0,0.625,32.827,14.124
2025-02-12 14:24:41.203,234.19,0.013,49.99,50.0,1.0,0.0,3.0,0.629,32.827,14.124
2025-02-12 14:24:42.426,234.27,0.014,49.99,50.8,2.0,0.0,3.0,0.618,32.827,14.124
2025-02-12 14:24:44.659,234.21,0.014,49.99,47.9,2.0,0.0,3.0,0.617,32.827,14.124
2025-02-12 14:24:45.883,234.21,0.014,49.99,46.0,2.0,0.0,3.0,0.611,32.827,14.124
2025-02-12 14:24:46.107,234.23,0.014,49.99,46.2,2.0,0.0,3.0,0.616,32.827,14.124
2025-02-12 14:24:47.374,234.21,0.014,49.99,47.1,2.0,0.0,3.0,0.61,32.827,14.124
2025-02-12 14:24:49.609,234.16,0.014,49.98,52.7,2.0,0.0,3.0,0.619,32.827,14.124
