Timestamp,Voltage (V),Current (A),Frequency (Hz),Phase (deg),Active Power (W),Reactive Power (VAR),Apparent Power (VA),Power Factor (PF),Total Energy (kWh),Resettable Energy (kWh)
2025-02-12 12:59:37.115,233.69,0.012,49.96,37.2,1.0,0.0,2.0,0.651,32.824,14.124
2025-02-12 12:59:39.370,233.65,0.012,49.96,45.1,1.0,0.0,2.0,0.654,32.824,14.124
2025-02-12 12:59:40.595,233.72,0.014,49.97,39.5,2.0,0.0,3.0,0.619,32.824,14.124
2025-02-12 12:59:41.818,233.69,0.014,49.97,41.4,2.0,0.0,3.0,0.621,32.824,14.124
2025-02-12 12:59:42.043,233.66,0.014,49.97,37.4,2.0,0.0,3.0,0.647,32.824,14.124
2025-02-12 12:59:43.269,233.66,0.013,49.97,42.5,1.0,0.0,3.0,0.635,32.824,14.124
2025-02-12 12:59:45.506,233.92,0.012,49.98,43.2,1.0,0.0,2.0,0.653,32.824,14.124
2025-02-12 12:59:46.731,233.92,0.012,49.99,47.2,1.0,0.0,2.0,0.654,32.824,14.124
2025-02-12 12:59:47.955,233.94,0.013,49.99,53.0,1.0,0.0,3.0,0.63,32.824,14.124
2025-02-12 12:59:48.178,234.21,0.012,50.0,47.8,1.0,0.0,2.0,0.652,32.824,14.124
2025-02-12 12:59:50.431,234.08,0.013,50.0,44.2,1.0,0.0,3.0,0.636,32.824,14.124
2025-02-12 12:59:51.656,234.0,0.015,50.01,42.8,2.0,0.0,3.0,0.614,32.824,14.124
2025-02-12 12:59:52.880,234.0,0.014,50.01,51.3,2.0,0.0,3.0,0.619,32.824,14.124
2025-02-12 12:59:53.104,234.12,0.014,50.01,44.1,2.0,0.0,3.0,0.618,32.824,14.124
2025-02-12 12:59:55.357,234.2,0.014,50.02,47.4,2.0,0.0,3.0,0.617,32.824,14.124
2025-02-12 12:59:56.582,234.42,0.014,50.02,40.7,2.0,0.0,3.0,0.617,32.824,14.124
2025-02-12 12:59:57.809,234.24,0.013,50.03,47.8,1.0,0.0,3.0,0.63,32.824,14.124
2025-02-12 12:59:58.034,234.19,0.013,50.03,45.7,1.0,0.0,3.0,0.626,32.824,14.124
2025-02-12 12:59:59.259,234.06,0.014,50.03,47.4,2.0,0.0,3.0,0.62,32.824,14.124
2025-02-12 13:00:01.535,233.93,0.013,50.03,41.4,1.0,0.0,3.0,0.625,32.824,14.124
2025-02-12 13:00:02.760,233.88,0.013,50.03,43.7,1.0,0.0,3.0,0.63,32.824,14.124
2025-02-12 13:00:03.984,233.89,0.013,50.03,48.3,1.0,0.0,3.0,0.626,32.824,14.124
2025-02-12 13:00:04.208,233.84,0.013,50.03,47.2,1.0,0.0,3.0,0.629,32.824,14.124
2025-02-12 13:00:06.441,233.88,0.013,50.02,42.0,1.0,0.0,3.0,0.627,32.824,14.124
2025-02-12 13:00:07.665,233.84,0.014,50.02,40.4,2.0,0.0,3.0,0.599,32.824,14.124
2025-02-12 13:00:08.894,233.74,0.014,50.02,47.8,2.0,0.0,3.0,0.601,32.824,14.124
2025-02-12 13:00:09.120,233.67,0.013,50.01,36.3,1.0,0.0,3.0,0.601,32.824,14.124
2025-02-12 13:00:11.393,233.66,0.013,50.01,42.8,1.0,0.0,3.0,0.609,32.824,14.124
2025-02-12 13:00:12.618,233.72,0.013,50.01,45.8,1.0,0.0,3.0,0.625,32.824,14.124
2025-02-12 13:00:13.842,233.84,0.013,50.01,45.0,1.0,0.0,3.0,0.625,32.824,14.124
2025-02-12 13:00:14.065,233.78,0.013,50.0,42.5,1.0,0.0,3.0,0.623,32.824,14.124
2025-02-12 13:00:15.290,233.78,0.014,50.0,45.5,2.0,0.0,3.0,0.631,32.824,14.124
2025-02-12 13:00:17.529,233.72,0.014,49.99,44.6,2.0,0.0,3.0,0.618,32.824,14.124
2025-02-12 13:00:18.754,233.75,0.014,49.98,40.7,2.0,0.0,3.0,0.613,32.824,14.124
2025-02-12 13:00:19.979,233.65,0.014,49.98,40.2,2.0,0.0,3.0,0.611,32.824,14.124
2025-02-12 13:00:20.203,233.71,0.014,49.98,42.3,2.0,0.0,3.0,0.634,32.824,14.124
2025-02-12 13:00:22.436,233.75,0.014,49.98,44.1,2.0,0.0,3.0,0.632,32.824,14.124
2025-02-12 13:00:23.660,233.21,0.013,49.97,33.2,1.0,0.0,3.0,0.625,32.824,14.124
2025-02-12 13:00:24.885,233.51,0.014,49.97,34.4,2.0,0.0,3.0,0.624,32.824,14.124
