Timestamp,qfe_wtr_pa0,qfe_wtr_pa1,qfe_wtr_pa2,qfe_wtr_pa3,aoss0-usr,mdm-q6-usr,ipa-usr,cpu0-a7-usr,mdm-5g-usr,mdm-vpe-usr,mdm-core-usr,xo-therm-usr,sdx-case-therm-usr
1741441878846,26,28,31,31,34,35,35,35,35,35,35,34,34
1741441878956,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441879058,26,28,31,31,34,35,35,35,35,35,35,34,34
1741441879162,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441879264,26,28,31,31,34,35,35,34,35,35,35,34,34
1741441879368,26,28,31,31,34,35,35,35,35,35,35,34,34
1741441879476,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441879578,26,28,31,31,34,35,35,35,35,35,35,34,34
1741441879680,26,28,31,31,34,35,35,35,35,35,35,34,34
1741441879787,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441879897,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441880001,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441880112,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441880215,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441880318,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441880425,26,28,31,31,34,35,35,35,35,35,35,34,34
1741441880531,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441880642,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441880748,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441880851,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441880955,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441881059,26,28,31,31,34,35,35,35,35,35,35,34,34
1741441881163,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441881274,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441881379,26,28,31,31,34,35,35,35,36,36,35,34,34
1741441881483,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441881588,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441881693,26,28,31,31,35,35,35,35,35,36,35,34,34
1741441881796,26,28,31,31,34,35,35,35,35,36,35,34,34
1741441881899,26,28,31,31,34,35,35,35,35,36,35,34,34
