UTC,Voltage (V),Current (A),Active Power (W),Computed Power (W),Frequency (Hz),Apparent Power (VA),Power Factor (PF),Total Energy (Wh),Resettable Energy (Wh),Elapsed Time (µs)
1740558825870,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16114.234924316406
1740558825898,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16191.482543945312
1740558825926,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16142.845153808594
1740558825960,233,0.012,1,1.817,49.96,2,0.65,32919,32919,21392.107009887695
1740558825989,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16576.766967773438
1740558826017,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16273.021697998047
1740558826046,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16108.75129699707
1740558826073,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16044.378280639648
1740558826102,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16653.776168823242
1740558826130,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16194.343566894531
1740558826158,233,0.012,1,1.817,49.96,2,0.65,32919,32919,15837.430953979492
1740558826186,233,0.012,1,1.817,49.96,2,0.65,32919,32919,15864.849090576172
1740558826215,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16453.027725219727
1740558826243,233,0.012,1,1.817,49.96,2,0.65,32919,32919,15455.961227416992
1740558826271,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16098.260879516602
1740558826299,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16229.867935180664
1740558826328,233,0.012,1,1.817,49.96,2,0.65,32919,32919,15600.204467773438
1740558826356,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16124.486923217773
1740558826384,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16129.255294799805
1740558826412,233,0.012,1,1.817,49.96,2,0.65,32919,32919,15783.548355102539
1740558826440,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16249.17984008789
1740558826468,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16124.725341796875
1740558826496,233,0.012,1,1.817,49.96,2,0.65,32919,32919,16293.525695800781
1740558826540,233,0.012,1,1.817,49.96,2,0.65,32919,32919,31782.62710571289
1740558826568,233,0.012,1,1.817,49.96,2,0.65,32919,32919,15826.940536499023
1740558826596,233,0.012,1,1.817,49.96,2,0.65,32919,32919,15925.64582824707
1740558826625,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16232.728958129883
1740558826653,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16605.854034423828
1740558826681,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16029.596328735352
1740558826710,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15935.897827148438
1740558826738,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15881.538391113281
1740558826766,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15963.79280090332
1740558826795,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16682.147979736328
1740558826823,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15525.102615356445
1740558826851,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15802.860260009766
1740558826879,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16394.853591918945
1740558826907,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15771.865844726562
1740558826936,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16120.672225952148
1740558826964,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16217.947006225586
1740558826991,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15229.463577270508
1740558827019,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16472.578048706055
1740558827048,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16373.872756958008
1740558827076,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15433.549880981445
1740558827104,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15865.564346313477
1740558827132,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16075.372695922852
1740558827161,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16513.824462890625
1740558827189,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16143.083572387695
1740558827218,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16125.679016113281
1740558827246,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15796.422958374023
1740558827274,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16446.352005004883
1740558827302,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16067.028045654297
1740558827331,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16242.027282714844
1740558827358,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15592.813491821289
1740558827387,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15944.00405883789
1740558827415,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15761.137008666992
1740558827443,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15959.501266479492
1740558827470,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15726.327896118164
1740558827499,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16915.321350097656
1740558827528,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16049.14665222168
1740558827557,233,0.012,1,1.815,49.96,2,0.649,32919,32919,16155.004501342773
1740558827585,233,0.012,1,1.815,49.96,2,0.649,32919,32919,15848.398208618164
1740558827622,233,0.014,1,2.022,49.96,3,0.62,32919,32919,24540.90118408203
1740558827650,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16013.860702514648
1740558827679,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16894.102096557617
1740558827707,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16032.934188842773
1740558827735,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16139.26887512207
1740558827763,233,0.014,2,2.022,49.96,3,0.62,32919,32919,15725.135803222656
1740558827792,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16671.419143676758
1740558827820,233,0.014,2,2.022,49.96,3,0.62,32919,32919,15811.20491027832
1740558827849,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16147.613525390625
1740558827877,233,0.014,2,2.022,49.96,3,0.62,32919,32919,15790.939331054688
1740558827906,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16155.719757080078
1740558827934,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16094.207763671875
1740558827962,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16054.630279541016
1740558827991,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16088.724136352539
1740558828018,233,0.014,2,2.022,49.96,3,0.62,32919,32919,15743.732452392578
1740558828047,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16139.745712280273
1740558828075,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16154.050827026367
1740558828104,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16741.99104309082
1740558828132,233,0.014,2,2.022,49.96,3,0.62,32919,32919,15867.233276367188
1740558828160,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16019.582748413086
1740558828188,233,0.014,2,2.022,49.96,3,0.62,32919,32919,15593.05191040039
1740558828215,233,0.014,2,2.022,49.96,3,0.62,32919,32919,15786.886215209961
1740558828244,233,0.014,2,2.022,49.96,3,0.62,32919,32919,15915.870666503906
1740558828272,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16055.583953857422
1740558828301,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16364.336013793945
1740558828329,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16079.902648925781
1740558828357,233,0.014,2,2.022,49.96,3,0.62,32919,32919,15953.302383422852
1740558828385,233,0.014,2,2.022,49.96,3,0.62,32919,32919,15911.102294921875
1740558828413,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16167.879104614258
1740558828441,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16111.135482788086
1740558828469,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16126.155853271484
1740558828502,233,0.014,2,2.022,49.96,3,0.62,32919,32919,20714.759826660156
1740558828531,233,0.014,2,2.022,49.96,3,0.62,32919,32919,17215.251922607422
1740558828560,233,0.014,2,2.022,49.96,3,0.62,32919,32919,15988.588333129883
1740558828588,233,0.014,2,2.022,49.96,3,0.62,32919,32919,16315.698623657227
1740558828623,233,0.014,2,2.035,49.97,3,0.624,32919,32919,23771.047592163086
1740558828651,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15758.514404296875
1740558828679,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15719.175338745117
1740558828707,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15732.288360595703
1740558828735,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16078.23371887207
1740558828763,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16100.406646728516
1740558828791,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15611.410140991211
1740558828819,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16208.171844482422
1740558828848,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16378.402709960938
1740558828876,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15897.274017333984
1740558828903,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15574.69367980957
1740558828932,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16346.454620361328
1740558828961,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16056.77604675293
1740558828989,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16224.384307861328
1740558829017,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15959.26284790039
1740558829045,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16176.223754882812
1740558829073,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15939.712524414062
1740558829102,233,0.014,2,2.035,49.97,3,0.624,32919,32919,17604.827880859375
1740558829130,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15774.250030517578
1740558829158,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15937.566757202148
1740558829186,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16353.130340576172
1740558829214,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16176.700592041016
1740558829243,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16177.177429199219
1740558829271,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15712.261199951172
1740558829299,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16135.215759277344
1740558829328,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16546.48780822754
1740558829356,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16181.230545043945
1740558829384,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15729.427337646484
1740558829412,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15632.390975952148
1740558829439,233,0.014,2,2.035,49.97,3,0.624,32919,32919,15498.876571655273
1740558829468,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16153.335571289062
1740558829496,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16213.655471801758
1740558829525,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16437.768936157227
1740558829553,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16117.572784423828
1740558829582,233,0.014,2,2.035,49.97,3,0.624,32919,32919,16734.36164855957
1740558829619,233,0.014,2,2.117,49.97,2,0.649,32919,32919,23923.158645629883
1740558829647,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16286.849975585938
1740558829676,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16089.677810668945
1740558829703,233,0.012,1,1.815,49.97,2,0.649,32919,32919,15850.305557250977
1740558829732,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16152.143478393555
1740558829761,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16062.259674072266
1740558829789,233,0.012,1,1.815,49.97,2,0.649,32919,32919,15783.548355102539
1740558829816,233,0.012,1,1.815,49.97,2,0.649,32919,32919,15813.827514648438
1740558829844,233,0.012,1,1.815,49.97,2,0.649,32919,32919,15779.495239257812
1740558829873,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16137.59994506836
1740558829901,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16075.13427734375
1740558829929,233,0.012,1,1.815,49.97,2,0.649,32919,32919,15741.586685180664
1740558829956,233,0.012,1,1.815,49.97,2,0.649,32919,32919,15683.412551879883
1740558829985,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16200.542449951172
1740558830012,233,0.012,1,1.815,49.97,2,0.649,32919,32919,15841.484069824219
1740558830040,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16160.964965820312
1740558830068,233,0.012,1,1.815,49.97,2,0.649,32919,32919,15916.824340820312
1740558830097,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16082.286834716797
1740558830125,233,0.012,1,1.815,49.97,2,0.649,32919,32919,15946.388244628906
1740558830153,233,0.012,1,1.815,49.97,2,0.649,32919,32919,15731.573104858398
1740558830181,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16224.62272644043
1740558830210,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16204.833984375
1740558830238,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16121.864318847656
1740558830267,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16241.788864135742
1740558830295,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16138.553619384766
1740558830323,233,0.012,1,1.815,49.97,2,0.649,32919,32919,15413.999557495117
1740558830352,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16288.995742797852
1740558830380,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16481.876373291016
1740558830409,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16754.3888092041
1740558830437,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16299.009323120117
1740558830466,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16452.789306640625
1740558830494,233,0.012,1,1.815,49.97,2,0.649,32919,32919,15896.797180175781
1740558830530,233,0.012,1,1.815,49.97,2,0.649,32919,32919,24548.53057861328
1740558830560,233,0.012,1,1.815,49.97,2,0.649,32919,32919,16501.665115356445
1740558830588,233,0.012,1,1.815,49.97,2,0.649,32919,32919,15947.103500366211
1740558830623,234,0.012,1,1.817,49.97,2,0.647,32919,32919,23155.927658081055
1740558830651,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16381.978988647461
1740558830680,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16749.38201904297
1740558830708,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16338.586807250977
1740558830737,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15965.938568115234
1740558830765,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16028.404235839844
1740558830793,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15861.272811889648
1740558830821,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15607.595443725586
1740558830849,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15700.817108154297
1740558830878,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15976.667404174805
1740558830906,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16104.698181152344
1740558830934,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15794.515609741211
1740558830962,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16018.390655517578
1740558830989,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15380.382537841797
1740558831017,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16079.425811767578
1740558831045,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16111.135482788086
1740558831073,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16133.06999206543
1740558831102,234,0.012,1,1.817,49.97,2,0.647,32919,32919,17158.50830078125
1740558831130,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16091.585159301758
1740558831158,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15559.911727905273
1740558831186,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15959.26284790039
1740558831214,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16012.66860961914
1740558831242,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16009.807586669922
1740558831270,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15727.758407592773
1740558831298,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15858.41178894043
1740558831326,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15908.241271972656
1740558831354,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15763.044357299805
1740558831382,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16631.8416595459
1740558831411,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16332.626342773438
1740558831439,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15987.396240234375
1740558831467,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15893.45932006836
1740558831495,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15709.638595581055
1740558831524,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16240.358352661133
1740558831552,234,0.012,1,1.817,49.97,2,0.647,32919,32919,15854.120254516602
1740558831580,234,0.012,1,1.817,49.97,2,0.647,32919,32919,16309.976577758789
1740558831617,234,0.012,1,1.817,49.97,2,0.647,32919,32919,24454.593658447266
1740558831645,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16093.015670776367
1740558831672,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15621.185302734375
1740558831701,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16203.40347290039
1740558831729,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15998.363494873047
1740558831757,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16072.03483581543
1740558831785,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15820.980072021484
1740558831814,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16480.445861816406
1740558831842,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16161.680221557617
1740558831870,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16038.894653320312
1740558831899,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16107.797622680664
1740558831926,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15652.656555175781
1740558831954,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15750.16975402832
1740558831983,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15968.799591064453
1740558832011,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15999.078750610352
1740558832039,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16478.776931762695
1740558832068,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15959.978103637695
1740558832096,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16433.000564575195
1740558832125,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16503.81088256836
1740558832152,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15838.384628295898
1740558832181,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16402.244567871094
1740558832209,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16152.620315551758
1740558832237,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15667.67692565918
1740558832265,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16057.252883911133
1740558832294,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16046.524047851562
1740558832322,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16384.124755859375
1740558832350,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16193.151473999023
1740558832378,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15973.567962646484
1740558832406,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16084.19418334961
1740558832434,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15785.932540893555
1740558832462,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15831.708908081055
1740558832490,234,0.012,1,1.825,49.97,2,0.65,32919,32919,15747.0703125
1740558832538,234,0.012,1,1.825,49.97,2,0.65,32919,32919,35324.5735168457
1740558832566,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16290.426254272461
1740558832596,234,0.012,1,1.825,49.97,2,0.65,32919,32919,16682.863235473633
1740558832624,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15933.752059936523
1740558832652,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16189.5751953125
1740558832681,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16466.617584228516
1740558832709,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15798.330307006836
1740558832736,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15813.112258911133
1740558832765,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15948.295593261719
1740558832793,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16065.835952758789
1740558832822,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16297.81723022461
1740558832850,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16066.07437133789
1740558832878,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15743.017196655273
1740558832906,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15909.194946289062
1740558832934,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16060.829162597656
1740558832962,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15700.817108154297
1740558832990,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16165.733337402344
1740558833018,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16110.897064208984
1740558833046,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16147.136688232422
1740558833074,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16187.429428100586
1740558833102,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16189.098358154297
1740558833130,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16120.91064453125
1740558833158,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15950.202941894531
1740558833186,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15640.020370483398
1740558833214,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16096.830368041992
1740558833243,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16191.244125366211
1740558833271,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16216.516494750977
1740558833299,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16304.969787597656
1740558833328,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15929.937362670898
1740558833356,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15952.587127685547
1740558833384,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15747.785568237305
1740558833412,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16041.51725769043
1740558833440,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15877.246856689453
1740558833468,234,0.012,1,1.82,49.98,2,0.648,32919,32919,16083.717346191406
1740558833496,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15959.978103637695
1740558833523,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15544.414520263672
1740558833551,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15598.535537719727
1740558833579,234,0.012,1,1.82,49.98,2,0.648,32919,32919,15888.452529907227
1740558833615,234,0.012,1,1.82,49.98,2,0.648,32919,32919,24405.717849731445
1740558833644,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16289.710998535156
1740558833672,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16334.295272827148
1740558833701,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16191.00570678711
1740558833729,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16250.371932983398
1740558833758,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16414.403915405273
1740558833786,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16208.410263061523
1740558833814,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16104.459762573242
1740558833842,234,0.012,1,1.834,49.98,2,0.653,32919,32919,15721.08268737793
1740558833870,234,0.012,1,1.834,49.98,2,0.653,32919,32919,15493.154525756836
1740558833898,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16232.25212097168
1740558833927,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16590.83366394043
1740558833955,234,0.012,1,1.834,49.98,2,0.653,32919,32919,15848.875045776367
1740558833983,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16025.304794311523
1740558834010,234,0.012,1,1.834,49.98,2,0.653,32919,32919,15538.215637207031
1740558834039,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16297.340393066406
1740558834067,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16189.813613891602
1740558834095,234,0.012,1,1.834,49.98,2,0.653,32919,32919,15963.077545166016
1740558834123,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16149.759292602539
1740558834151,234,0.012,1,1.834,49.98,2,0.653,32919,32919,15906.810760498047
1740558834179,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16232.490539550781
1740558834207,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16259.193420410156
1740558834235,234,0.012,1,1.834,49.98,2,0.653,32919,32919,15813.589096069336
1740558834263,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16453.027725219727
1740558834291,234,0.012,1,1.834,49.98,2,0.653,32919,32919,15909.910202026367
1740558834319,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16078.472137451172
1740558834347,234,0.012,1,1.834,49.98,2,0.653,32919,32919,15792.608261108398
1740558834376,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16306.161880493164
1740558834405,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16516.20864868164
1740558834432,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16016.960144042969
1740558834461,234,0.012,1,1.834,49.98,2,0.653,32919,32919,15959.26284790039
1740558834489,234,0.012,1,1.834,49.98,2,0.653,32919,32919,15836.238861083984
1740558834529,234,0.012,1,1.834,49.98,2,0.653,32919,32919,28106.9278717041
1740558834557,234,0.012,1,1.834,49.98,2,0.653,32919,32919,16056.060791015625
1740558834585,234,0.012,1,1.834,49.98,2,0.653,32919,32919,15695.09506225586
1740558834622,234,0.013,1,1.932,49.99,3,0.635,32919,32919,24811.267852783203
1740558834650,234,0.013,2,1.932,49.99,3,0.635,32919,32919,15469.31266784668
1740558834679,234,0.013,2,1.932,49.99,3,0.635,32919,32919,16478.300094604492
1740558834708,234,0.013,2,1.932,49.99,3,0.635,32919,32919,16744.375228881836
1740558834736,234,0.013,2,1.932,49.99,3,0.635,32919,32919,16531.944274902344
1740558834764,234,0.013,2,1.932,49.99,3,0.635,32919,32919,15967.607498168945
1740558834792,234,0.013,2,1.932,49.99,3,0.635,32919,32919,15873.193740844727
1740558834820,234,0.013,2,1.932,49.99,3,0.635,32919,32919,15927.07633972168
1740558834848,234,0.013,2,1.932,49.99,3,0.635,32919,32919,16094.207763671875
1740558834877,234,0.013,2,1.932,49.99,3,0.635,32919,32919,16159.534454345703
1740558834905,234,0.013,2,1.932,49.99,3,0.635,32919,32919,15852.928161621094
1740558834934,234,0.013,2,1.932,49.99,3,0.635,32919,32919,16267.538070678711
1740558834961,234,0.013,2,1.932,49.99,3,0.635,32919,32919,15675.067901611328
1740558834989,234,0.013,2,1.932,49.99,3,0.635,32919,32919,15754.461288452148
1740558835017,234,0.013,2,1.932,49.99,3,0.635,32919,32919,15941.619873046875
1740558835045,234,0.013,2,1.932,49.99,3,0.635,32919,32919,15604.496002197266
1740558835072,234,0.013,2,1.932,49.99,3,0.635,32919,32919,15618.562698364258
1740558835101,234,0.013,2,1.932,49.99,3,0.635,32919,32919,16499.51934814453
1740558835129,234,0.013,2,1.932,49.99,3,0.635,32919,32919,16051.292419433594
1740558835157,234,0.013,2,1.932,49.99,3,0.635,32919,32919,15959.501266479492
1740558835185,234,0.013,2,1.932,49.99,3,0.635,32919,32919,15952.587127685547
1740558835213,234,0.013,2,1.932,49.99,3,0.635,32919,32919,16124.963760375977
1740558835241,234,0.013,2,1.932,49.99,3,0.635,32919,32919,15816.688537597656
1740558835269,234,0.013,2,1.932,49.99,3,0.635,32919,32919,16340.970993041992
1740558835298,234,0.013,2,1.932,49.99,3,0.635,32919,32919,16266.822814941406
