UTC_Timestamp,Download_Resolution,Download_Bitrate,Bandwidth_Estimate,FPS,Skipped_Frames,Buffer_Size,Latency_To_Broadcaster,Codecs,Protocol,Latency_Mode
1741549775734,1920x1080,1920x1080,750x422,30,3044,6295,4.11.,3.47.,avc1.4D401F,mp4a.40.2,Low Latency
1741549776134,1920x1080,1920x1080,750x422,30,3044,6295,4.11.,3.47.,avc1.4D401F,mp4a.40.2,Low Latency
1741549776535,1920x1080,1920x1080,750x422,30,3044,6295,4.11.,3.47.,avc1.4D401F,mp4a.40.2,Low Latency
1741549776936,1920x1080,1920x1080,750x422,30,3044,6295,4.11.,3.47.,avc1.4D401F,mp4a.40.2,Low Latency
1741549777337,1920x1080,1920x1080,750x422,30,3044,6295,4.11.,3.47.,avc1.4D401F,mp4a.40.2,Low Latency
1741549777738,1280x720,1280x720,750x422,30,3044,1708,0.90.,3.47.,avc1.4D401F,mp4a.40.2,Low Latency
1741549778140,1280x720,1280x720,750x422,30,3044,1708,0.90.,3.47.,avc1.4D401F,mp4a.40.2,Low Latency
1741549778541,1280x720,1280x720,750x422,30,3044,1708,0.90.,3.47.,avc1.4D401F,mp4a.40.2,Low Latency
1741549778941,1280x720,1280x720,750x422,30,3044,1708,0.90.,3.47.,avc1.4D401F,mp4a.40.2,Low Latency
1741549779341,1280x720,1280x720,750x422,178,3044,3489,2.36.,5.88.,avc1.4D401F,mp4a.40.2,Low Latency
1741549779747,1280x720,1280x720,750x422,178,3044,3489,2.36.,5.88.,avc1.4D401F,mp4a.40.2,Low Latency
1741549780154,1280x720,1280x720,750x422,40,3046,4750,4.48.,5.63.,avc1.4D401F,mp4a.40.2,Low Latency
1741549780559,1280x720,1280x720,750x422,40,3046,4750,4.48.,5.63.,avc1.4D401F,mp4a.40.2,Low Latency
1741549780959,1280x720,1280x720,750x422,N/A,3242,5373,4.57.,5.63.,avc1.4D401F,mp4a.40.2,Low Latency
1741549781362,1280x720,1280x720,750x422,N/A,3242,5373,4.57.,5.63.,avc1.4D401F,mp4a.40.2,Low Latency
1741549781763,1280x720,1280x720,750x422,N/A,3242,5373,4.51.,4.93.,avc1.4D401F,mp4a.40.2,Low Latency
1741549782165,1280x720,1280x720,750x422,N/A,3242,5373,4.51.,4.93.,avc1.4D401F,mp4a.40.2,Low Latency
1741549782566,1280x720,1280x720,750x422,N/A,3242,5373,4.51.,4.93.,avc1.4D401F,mp4a.40.2,Low Latency
1741549782967,1280x720,1280x720,750x422,N/A,3314,4914,4.51.,4.93.,avc1.4D401F,mp4a.40.2,Low Latency
1741549783368,1280x720,1280x720,750x422,N/A,3314,4914,4.51.,4.93.,avc1.4D401F,mp4a.40.2,Low Latency
1741549783768,1280x720,1280x720,750x422,N/A,3314,4914,3.91.,4.83.,avc1.4D401F,mp4a.40.2,Low Latency
1741549784169,1280x720,1280x720,750x422,N/A,3314,4914,3.91.,4.83.,avc1.4D401F,mp4a.40.2,Low Latency
1741549784569,1280x720,1280x720,750x422,N/A,3314,4914,3.91.,4.83.,avc1.4D401F,mp4a.40.2,Low Latency
1741549784971,1280x720,1280x720,750x422,N/A,3105,4232,4.47.,4.83.,avc1.4D401F,mp4a.40.2,Low Latency
1741549785375,1280x720,1280x720,750x422,N/A,3105,4232,4.47.,4.83.,avc1.4D401F,mp4a.40.2,Low Latency
1741549785777,1280x720,1280x720,750x422,N/A,3105,4232,4.39.,4.93.,avc1.4D401F,mp4a.40.2,Low Latency
1741549786177,1280x720,1280x720,750x422,N/A,3105,4232,4.39.,4.93.,avc1.4D401F,mp4a.40.2,Low Latency
1741549786578,1280x720,1280x720,750x422,N/A,3105,4232,4.39.,4.93.,avc1.4D401F,mp4a.40.2,Low Latency
1741549786980,1280x720,1280x720,750x422,N/A,2873,3528,4.42.,4.93.,avc1.4D401F,mp4a.40.2,Low Latency
1741549787381,1280x720,1280x720,750x422,N/A,2873,3528,4.42.,4.93.,avc1.4D401F,mp4a.40.2,Low Latency
1741549787782,1280x720,1280x720,750x422,N/A,2873,3528,4.41.,4.78.,avc1.4D401F,mp4a.40.2,Low Latency
1741549788183,1280x720,1280x720,750x422,N/A,2873,3528,4.41.,4.78.,avc1.4D401F,mp4a.40.2,Low Latency
1741549788584,1280x720,1280x720,750x422,N/A,2873,3528,4.41.,4.78.,avc1.4D401F,mp4a.40.2,Low Latency
1741549788986,1280x720,1280x720,750x422,N/A,3094,3511,4.34.,4.68.,avc1.4D401F,mp4a.40.2,Low Latency
1741549789386,1280x720,1280x720,750x422,N/A,3094,3511,4.34.,4.68.,avc1.4D401F,mp4a.40.2,Low Latency
1741549789787,1280x720,1280x720,750x422,N/A,3094,3511,4.28.,4.68.,avc1.4D401F,mp4a.40.2,Low Latency
1741549790189,1280x720,1280x720,750x422,N/A,3094,3511,4.28.,4.68.,avc1.4D401F,mp4a.40.2,Low Latency
1741549790590,1280x720,1280x720,750x422,N/A,3094,3511,4.28.,4.68.,avc1.4D401F,mp4a.40.2,Low Latency
1741549790991,1280x720,1280x720,750x422,N/A,3132,3504,4.25.,4.54.,avc1.4D401F,mp4a.40.2,Low Latency
1741549791392,1280x720,1280x720,750x422,N/A,3132,3504,4.25.,4.54.,avc1.4D401F,mp4a.40.2,Low Latency
1741549791792,1280x720,1280x720,750x422,N/A,3132,3504,4.25.,4.54.,avc1.4D401F,mp4a.40.2,Low Latency
1741549792197,1280x720,1280x720,750x422,N/A,3132,3504,4.25.,4.54.,avc1.4D401F,mp4a.40.2,Low Latency
1741549792598,1280x720,1280x720,750x422,N/A,3132,3504,4.25.,4.54.,avc1.4D401F,mp4a.40.2,Low Latency
1741549792998,1280x720,1280x720,750x422,N/A,3197,3603,4.25.,4.66.,avc1.4D401F,mp4a.40.2,Low Latency
1741549793398,1280x720,1280x720,750x422,N/A,3197,3603,4.25.,4.66.,avc1.4D401F,mp4a.40.2,Low Latency
1741549793804,1280x720,1280x720,750x422,N/A,3197,3603,4.21.,4.66.,avc1.4D401F,mp4a.40.2,Low Latency
1741549794203,1280x720,1280x720,750x422,N/A,3197,3603,4.21.,4.66.,avc1.4D401F,mp4a.40.2,Low Latency
1741549794604,1280x720,1280x720,750x422,N/A,3197,3603,4.21.,4.66.,avc1.4D401F,mp4a.40.2,Low Latency
1741549795005,1280x720,1280x720,750x422,N/A,2979,3416,4.18.,4.51.,avc1.4D401F,mp4a.40.2,Low Latency
1741549795411,1280x720,1280x720,750x422,N/A,2979,3416,4.18.,4.51.,avc1.4D401F,mp4a.40.2,Low Latency
1741549795812,1280x720,1280x720,750x422,N/A,2979,3416,3.90.,4.51.,avc1.4D401F,mp4a.40.2,Low Latency
1741549796214,1280x720,1280x720,750x422,N/A,2979,3416,3.90.,4.51.,avc1.4D401F,mp4a.40.2,Low Latency
1741549796614,1280x720,1280x720,750x422,N/A,2979,3416,3.90.,4.51.,avc1.4D401F,mp4a.40.2,Low Latency
1741549797015,1280x720,1280x720,750x422,N/A,3318,3697,4.09.,4.60.,avc1.4D401F,mp4a.40.2,Low Latency
1741549797416,1280x720,1280x720,750x422,N/A,3318,3697,4.09.,4.60.,avc1.4D401F,mp4a.40.2,Low Latency
1741549797817,1280x720,1280x720,750x422,N/A,3318,3697,4.07.,4.60.,avc1.4D401F,mp4a.40.2,Low Latency
1741549798218,1280x720,1280x720,750x422,N/A,3318,3697,4.07.,4.60.,avc1.4D401F,mp4a.40.2,Low Latency
1741549798618,1280x720,1280x720,750x422,N/A,3318,3697,4.07.,4.60.,avc1.4D401F,mp4a.40.2,Low Latency
1741549799019,1280x720,1280x720,750x422,N/A,2919,3408,4.01.,4.45.,avc1.4D401F,mp4a.40.2,Low Latency
1741549799421,1280x720,1280x720,750x422,N/A,2919,3408,4.01.,4.45.,avc1.4D401F,mp4a.40.2,Low Latency
1741549799821,1280x720,1280x720,750x422,N/A,2919,3408,4.00.,4.45.,avc1.4D401F,mp4a.40.2,Low Latency
1741549800221,1280x720,1280x720,750x422,N/A,2919,3408,4.00.,4.45.,avc1.4D401F,mp4a.40.2,Low Latency
1741549800621,1280x720,1280x720,750x422,N/A,2919,3408,4.00.,4.45.,avc1.4D401F,mp4a.40.2,Low Latency
1741549801024,1280x720,1280x720,750x422,N/A,3172,3524,3.99.,4.30.,avc1.4D401F,mp4a.40.2,Low Latency
1741549801424,1280x720,1280x720,750x422,N/A,3172,3524,3.99.,4.30.,avc1.4D401F,mp4a.40.2,Low Latency
1741549801825,1280x720,1280x720,750x422,N/A,3172,3524,3.98.,4.30.,avc1.4D401F,mp4a.40.2,Low Latency
1741549802225,1280x720,1280x720,750x422,N/A,3172,3524,3.98.,4.30.,avc1.4D401F,mp4a.40.2,Low Latency
1741549802626,1280x720,1280x720,750x422,N/A,3172,3524,3.98.,4.30.,avc1.4D401F,mp4a.40.2,Low Latency
1741549803027,1280x720,1280x720,750x422,N/A,3094,3541,3.92.,4.17.,avc1.4D401F,mp4a.40.2,Low Latency
1741549803427,1280x720,1280x720,750x422,N/A,3094,3541,3.92.,4.17.,avc1.4D401F,mp4a.40.2,Low Latency
1741549803828,1280x720,1280x720,750x422,N/A,3094,3541,3.89.,4.17.,avc1.4D401F,mp4a.40.2,Low Latency
1741549804228,1280x720,1280x720,750x422,N/A,3094,3541,3.89.,4.17.,avc1.4D401F,mp4a.40.2,Low Latency
1741549804629,1280x720,1280x720,750x422,N/A,3094,3541,3.89.,4.17.,avc1.4D401F,mp4a.40.2,Low Latency
1741549805029,1280x720,1280x720,750x422,N/A,3047,3434,3.86.,4.31.,avc1.4D401F,mp4a.40.2,Low Latency
1741549805430,1280x720,1280x720,750x422,N/A,3047,3434,3.86.,4.31.,avc1.4D401F,mp4a.40.2,Low Latency
1741549805831,1280x720,1280x720,750x422,N/A,3047,3434,3.81.,4.31.,avc1.4D401F,mp4a.40.2,Low Latency
1741549806235,1280x720,1280x720,750x422,N/A,3047,3434,3.81.,4.31.,avc1.4D401F,mp4a.40.2,Low Latency
1741549806635,1280x720,1280x720,750x422,N/A,3047,3434,3.81.,4.31.,avc1.4D401F,mp4a.40.2,Low Latency
1741549807035,1280x720,1280x720,750x422,N/A,2971,3291,3.78.,4.19.,avc1.4D401F,mp4a.40.2,Low Latency
1741549807436,1280x720,1280x720,750x422,N/A,2971,3291,3.78.,4.19.,avc1.4D401F,mp4a.40.2,Low Latency
1741549807837,1280x720,1280x720,750x422,N/A,2971,3291,3.76.,4.19.,avc1.4D401F,mp4a.40.2,Low Latency
1741549808238,1280x720,1280x720,750x422,N/A,2971,3291,3.76.,4.19.,avc1.4D401F,mp4a.40.2,Low Latency
1741549808637,1280x720,1280x720,750x422,N/A,2971,3291,3.76.,4.19.,avc1.4D401F,mp4a.40.2,Low Latency
1741549809038,1280x720,1280x720,750x422,N/A,3120,3461,3.46.,4.03.,avc1.4D401F,mp4a.40.2,Low Latency
1741549809438,1280x720,1280x720,750x422,N/A,3120,3461,3.46.,4.03.,avc1.4D401F,mp4a.40.2,Low Latency
1741549809839,1280x720,1280x720,750x422,N/A,3120,3461,3.75.,4.03.,avc1.4D401F,mp4a.40.2,Low Latency
1741549810240,1280x720,1280x720,750x422,N/A,3120,3461,3.75.,4.03.,avc1.4D401F,mp4a.40.2,Low Latency
1741549810656,1280x720,1280x720,750x422,N/A,3120,3461,3.75.,4.03.,avc1.4D401F,mp4a.40.2,Low Latency
1741549811057,1280x720,1280x720,750x422,N/A,3134,3499,3.75.,4.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741549811457,1280x720,1280x720,750x422,N/A,3134,3499,3.75.,4.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741549811857,1280x720,1280x720,750x422,N/A,3134,3499,2.65.,4.18.,avc1.4D401F,mp4a.40.2,Low Latency
1741549812257,1280x720,1280x720,750x422,N/A,3134,3499,2.65.,4.18.,avc1.4D401F,mp4a.40.2,Low Latency
1741549812657,1280x720,1280x720,750x422,N/A,3134,3499,2.65.,4.18.,avc1.4D401F,mp4a.40.2,Low Latency
1741549813059,1280x720,1280x720,750x422,N/A,3134,3499,2.65.,4.18.,avc1.4D401F,mp4a.40.2,Low Latency
1741549813460,1280x720,1280x720,750x422,N/A,3134,3499,2.65.,4.18.,avc1.4D401F,mp4a.40.2,Low Latency
1741549813861,1280x720,1280x720,750x422,N/A,3085,2427,3.73.,4.18.,avc1.4D401F,mp4a.40.2,Low Latency
1741549814262,1280x720,1280x720,750x422,N/A,3085,2427,3.73.,4.18.,avc1.4D401F,mp4a.40.2,Low Latency
1741549814663,1280x720,1280x720,750x422,N/A,3085,2427,3.73.,4.18.,avc1.4D401F,mp4a.40.2,Low Latency
1741549815064,1280x720,1280x720,750x422,N/A,3208,3597,3.72.,4.06.,avc1.4D401F,mp4a.40.2,Low Latency
1741549815465,1280x720,1280x720,750x422,N/A,3208,3597,3.72.,4.06.,avc1.4D401F,mp4a.40.2,Low Latency
1741549815865,1280x720,1280x720,750x422,N/A,3208,3597,3.69.,4.06.,avc1.4D401F,mp4a.40.2,Low Latency
1741549816266,1280x720,1280x720,750x422,N/A,3208,3597,3.69.,4.06.,avc1.4D401F,mp4a.40.2,Low Latency
1741549816666,1280x720,1280x720,750x422,N/A,3208,3597,3.69.,4.06.,avc1.4D401F,mp4a.40.2,Low Latency
1741549817067,1280x720,1280x720,750x422,N/A,3083,3555,3.64.,4.20.,avc1.4D401F,mp4a.40.2,Low Latency
1741549817467,1280x720,1280x720,750x422,N/A,3083,3555,3.64.,4.20.,avc1.4D401F,mp4a.40.2,Low Latency
1741549817867,1280x720,1280x720,750x422,N/A,3083,3555,1.63.,4.04.,avc1.4D401F,mp4a.40.2,Low Latency
1741549818268,1280x720,1280x720,750x422,N/A,3083,3555,1.63.,4.04.,avc1.4D401F,mp4a.40.2,Low Latency
1741549818669,1280x720,1280x720,750x422,N/A,3083,3555,1.63.,4.04.,avc1.4D401F,mp4a.40.2,Low Latency
1741549819070,1280x720,1280x720,750x422,N/A,3083,3555,1.63.,4.04.,avc1.4D401F,mp4a.40.2,Low Latency
1741549819471,1280x720,1280x720,750x422,N/A,3083,3555,1.63.,4.04.,avc1.4D401F,mp4a.40.2,Low Latency
1741549819874,1280x720,1280x720,750x422,N/A,3083,3555,1.63.,4.04.,avc1.4D401F,mp4a.40.2,Low Latency
1741549820274,1280x720,1280x720,750x422,N/A,3131,3397,3.67.,4.04.,avc1.4D401F,mp4a.40.2,Low Latency
1741549820676,1280x720,1280x720,750x422,N/A,3131,3397,3.67.,4.04.,avc1.4D401F,mp4a.40.2,Low Latency
1741549821079,1280x720,1280x720,750x422,N/A,2969,3583,3.75.,3.98.,avc1.4D401F,mp4a.40.2,Low Latency
1741549821480,1280x720,1280x720,750x422,N/A,2969,3583,3.75.,3.98.,avc1.4D401F,mp4a.40.2,Low Latency
1741549821881,1280x720,1280x720,750x422,N/A,2969,3583,3.63.,3.98.,avc1.4D401F,mp4a.40.2,Low Latency
1741549822283,1280x720,1280x720,750x422,N/A,2969,3583,3.63.,3.98.,avc1.4D401F,mp4a.40.2,Low Latency
1741549822687,1280x720,1280x720,750x422,N/A,2969,3583,3.63.,3.98.,avc1.4D401F,mp4a.40.2,Low Latency
1741549823088,1280x720,1280x720,750x422,N/A,3124,3577,3.71.,4.09.,avc1.4D401F,mp4a.40.2,Low Latency
1741549823489,1280x720,1280x720,750x422,N/A,3124,3577,3.71.,4.09.,avc1.4D401F,mp4a.40.2,Low Latency
1741549823889,1280x720,1280x720,750x422,N/A,3124,3577,3.68.,4.09.,avc1.4D401F,mp4a.40.2,Low Latency
1741549824291,1280x720,1280x720,750x422,N/A,3124,3577,3.68.,4.09.,avc1.4D401F,mp4a.40.2,Low Latency
1741549824692,1280x720,1280x720,750x422,N/A,3124,3577,3.68.,4.09.,avc1.4D401F,mp4a.40.2,Low Latency
1741549825093,1280x720,1280x720,750x422,N/A,3104,3569,3.75.,4.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741549825495,1280x720,1280x720,750x422,N/A,3104,3569,3.75.,4.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741549825896,1280x720,1280x720,750x422,N/A,3104,3569,3.76.,4.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741549826296,1280x720,1280x720,750x422,N/A,3104,3569,3.76.,4.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741549826697,1280x720,1280x720,750x422,N/A,3104,3569,3.76.,4.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741549827098,1280x720,1280x720,750x422,N/A,3052,3531,3.68.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549827498,1280x720,1280x720,750x422,N/A,3052,3531,3.68.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549827899,1280x720,1280x720,750x422,N/A,3052,3531,3.73.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549828299,1280x720,1280x720,750x422,N/A,3052,3531,3.73.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549828700,1280x720,1280x720,750x422,N/A,3052,3531,3.73.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549829101,1280x720,1280x720,750x422,N/A,3067,3465,3.73.,4.10.,avc1.4D401F,mp4a.40.2,Low Latency
1741549829502,1280x720,1280x720,750x422,N/A,3067,3465,3.73.,4.10.,avc1.4D401F,mp4a.40.2,Low Latency
1741549829903,1280x720,1280x720,750x422,N/A,3067,3465,3.79.,4.10.,avc1.4D401F,mp4a.40.2,Low Latency
1741549830304,1280x720,1280x720,750x422,N/A,3067,3465,3.79.,4.10.,avc1.4D401F,mp4a.40.2,Low Latency
1741549830704,1280x720,1280x720,750x422,N/A,3067,3465,3.79.,4.10.,avc1.4D401F,mp4a.40.2,Low Latency
1741549831105,1280x720,1280x720,750x422,N/A,3354,3569,3.72.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549831506,1280x720,1280x720,750x422,N/A,3354,3569,3.72.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549831907,1280x720,1280x720,750x422,N/A,3354,3569,3.77.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549832307,1280x720,1280x720,750x422,N/A,3354,3569,3.77.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549832707,1280x720,1280x720,750x422,N/A,3354,3569,3.77.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549833110,1280x720,1280x720,750x422,N/A,3095,3467,3.75.,4.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741549833512,1280x720,1280x720,750x422,N/A,3095,3467,3.75.,4.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741549833912,1280x720,1280x720,750x422,N/A,3095,3467,3.71.,4.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741549834312,1280x720,1280x720,750x422,N/A,3095,3467,3.71.,4.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741549834714,1280x720,1280x720,750x422,N/A,3095,3467,3.71.,4.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741549835119,1280x720,1280x720,750x422,N/A,3031,3450,3.74.,4.20.,avc1.4D401F,mp4a.40.2,Low Latency
1741549835520,1280x720,1280x720,750x422,N/A,3031,3450,3.74.,4.20.,avc1.4D401F,mp4a.40.2,Low Latency
1741549835921,1280x720,1280x720,750x422,N/A,3031,3450,3.72.,4.20.,avc1.4D401F,mp4a.40.2,Low Latency
1741549836323,1280x720,1280x720,750x422,N/A,3031,3450,3.72.,4.20.,avc1.4D401F,mp4a.40.2,Low Latency
1741549836724,1280x720,1280x720,750x422,N/A,3031,3450,3.72.,4.20.,avc1.4D401F,mp4a.40.2,Low Latency
1741549837124,1280x720,1280x720,750x422,N/A,3140,3523,3.69.,4.09.,avc1.4D401F,mp4a.40.2,Low Latency
1741549837527,1280x720,1280x720,750x422,N/A,3140,3523,3.69.,4.09.,avc1.4D401F,mp4a.40.2,Low Latency
1741549837927,1280x720,1280x720,750x422,N/A,3140,3523,3.75.,4.09.,avc1.4D401F,mp4a.40.2,Low Latency
1741549838327,1280x720,1280x720,750x422,N/A,3140,3523,3.75.,4.09.,avc1.4D401F,mp4a.40.2,Low Latency
1741549838728,1280x720,1280x720,750x422,N/A,3082,3462,3.76.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549839129,1280x720,1280x720,750x422,N/A,3082,3462,3.76.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549839530,1280x720,1280x720,750x422,N/A,3082,3462,3.76.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549839930,1280x720,1280x720,750x422,N/A,3082,3462,3.72.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549840333,1280x720,1280x720,750x422,N/A,3082,3462,3.72.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549840733,1280x720,1280x720,750x422,N/A,3082,3462,3.72.,4.21.,avc1.4D401F,mp4a.40.2,Low Latency
1741549841134,1280x720,1280x720,750x422,N/A,3082,3318,179.45.,4.12.,avc1.4D401F,mp4a.40.2,Low Latency
1741549841538,1280x720,1280x720,750x422,N/A,3082,3318,179.45.,4.12.,avc1.4D401F,mp4a.40.2,Low Latency
1741549841938,1280x720,1280x720,750x422,8,2919,3318,1.17.,1.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741549842339,1280x720,1280x720,750x422,8,2919,3318,1.17.,1.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741549842739,1280x720,1280x720,750x422,46,3111,3636,1.16.,1.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741549843140,1280x720,1280x720,750x422,46,3111,3636,1.16.,1.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741549843545,1280x720,1280x720,750x422,46,3111,3636,1.16.,1.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741549843945,1280x720,1280x720,750x422,41,3111,3636,1.13.,1.45.,avc1.4D401F,mp4a.40.2,Low Latency
1741549844345,1280x720,1280x720,750x422,41,3111,3636,1.13.,1.45.,avc1.4D401F,mp4a.40.2,Low Latency
1741549844747,1280x720,1280x720,750x422,61,3088,3620,1.09.,1.45.,avc1.4D401F,mp4a.40.2,Low Latency
1741549845149,1280x720,1280x720,750x422,61,3088,3620,1.09.,1.45.,avc1.4D401F,mp4a.40.2,Low Latency
1741549845549,1280x720,1280x720,750x422,61,3088,3620,1.09.,1.45.,avc1.4D401F,mp4a.40.2,Low Latency
1741549845948,1280x720,1280x720,750x422,72,3088,3620,1.15.,1.56.,avc1.4D401F,mp4a.40.2,Low Latency
1741549846348,1280x720,1280x720,750x422,72,3088,3620,1.15.,1.56.,avc1.4D401F,mp4a.40.2,Low Latency
1741549846750,1280x720,1280x720,750x422,72,3088,3620,1.15.,1.56.,avc1.4D401F,mp4a.40.2,Low Latency
1741549847150,1280x720,1280x720,750x422,34,3283,3593,1.18.,1.56.,avc1.4D401F,mp4a.40.2,Low Latency
1741549847551,1280x720,1280x720,750x422,34,3283,3593,1.18.,1.56.,avc1.4D401F,mp4a.40.2,Low Latency
1741549847952,1280x720,1280x720,750x422,57,3283,3593,1.34.,1.60.,avc1.4D401F,mp4a.40.2,Low Latency
1741549848354,1280x720,1280x720,750x422,57,3283,3593,1.34.,1.60.,avc1.4D401F,mp4a.40.2,Low Latency
1741549848755,1280x720,1280x720,750x422,57,3283,3593,1.34.,1.60.,avc1.4D401F,mp4a.40.2,Low Latency
1741549849155,1280x720,1280x720,750x422,58,3035,3530,1.16.,1.60.,avc1.4D401F,mp4a.40.2,Low Latency
1741549849556,1280x720,1280x720,750x422,58,3035,3530,1.16.,1.60.,avc1.4D401F,mp4a.40.2,Low Latency
1741549849963,1280x720,1280x720,750x422,73,3035,3530,1.36.,1.62.,avc1.4D401F,mp4a.40.2,Low Latency
1741549850364,1280x720,1280x720,750x422,73,3035,3530,1.36.,1.62.,avc1.4D401F,mp4a.40.2,Low Latency
1741549850767,1280x720,1280x720,750x422,65,3236,3584,1.38.,1.62.,avc1.4D401F,mp4a.40.2,Low Latency
1741549851168,1280x720,1280x720,750x422,65,3236,3584,1.38.,1.62.,avc1.4D401F,mp4a.40.2,Low Latency
1741549851568,1280x720,1280x720,750x422,65,3236,3584,1.38.,1.62.,avc1.4D401F,mp4a.40.2,Low Latency
1741549851968,1280x720,1280x720,750x422,72,3236,3584,1.32.,1.76.,avc1.4D401F,mp4a.40.2,Low Latency
1741549852369,1280x720,1280x720,750x422,72,3236,3584,1.32.,1.76.,avc1.4D401F,mp4a.40.2,Low Latency
1741549852769,1280x720,1280x720,750x422,52,3093,3472,1.31.,1.76.,avc1.4D401F,mp4a.40.2,Low Latency
1741549853170,1280x720,1280x720,750x422,52,3093,3472,1.31.,1.76.,avc1.4D401F,mp4a.40.2,Low Latency
1741549853571,1280x720,1280x720,750x422,52,3093,3472,1.31.,1.76.,avc1.4D401F,mp4a.40.2,Low Latency
1741549853972,1280x720,1280x720,750x422,90,3093,3472,1.16.,1.62.,avc1.4D401F,mp4a.40.2,Low Latency
1741549854373,1280x720,1280x720,750x422,90,3093,3472,1.16.,1.62.,avc1.4D401F,mp4a.40.2,Low Latency
1741549854775,1280x720,1280x720,750x422,42,3019,3416,1.35.,1.62.,avc1.4D401F,mp4a.40.2,Low Latency
1741549855176,1280x720,1280x720,750x422,42,3019,3416,1.35.,1.62.,avc1.4D401F,mp4a.40.2,Low Latency
1741549855577,1280x720,1280x720,750x422,42,3019,3416,1.35.,1.62.,avc1.4D401F,mp4a.40.2,Low Latency
1741549855978,1280x720,1280x720,750x422,75,3019,3416,1.34.,1.73.,avc1.4D401F,mp4a.40.2,Low Latency
1741549856381,1280x720,1280x720,750x422,75,3019,3416,1.34.,1.73.,avc1.4D401F,mp4a.40.2,Low Latency
1741549856782,1280x720,1280x720,750x422,53,3026,3478,1.36.,1.73.,avc1.4D401F,mp4a.40.2,Low Latency
1741549857185,1280x720,1280x720,750x422,53,3026,3478,1.36.,1.73.,avc1.4D401F,mp4a.40.2,Low Latency
1741549857586,1280x720,1280x720,750x422,53,3026,3478,1.36.,1.73.,avc1.4D401F,mp4a.40.2,Low Latency
1741549857986,1280x720,1280x720,750x422,62,3026,3478,1.36.,1.70.,avc1.4D401F,mp4a.40.2,Low Latency
1741549858386,1280x720,1280x720,750x422,62,3026,3478,1.36.,1.70.,avc1.4D401F,mp4a.40.2,Low Latency
1741549858785,1280x720,1280x720,750x422,60,3139,3553,1.35.,1.70.,avc1.4D401F,mp4a.40.2,Low Latency
1741549859187,1280x720,1280x720,750x422,60,3139,3553,1.35.,1.70.,avc1.4D401F,mp4a.40.2,Low Latency
1741549859587,1280x720,1280x720,750x422,60,3139,3553,1.35.,1.70.,avc1.4D401F,mp4a.40.2,Low Latency
1741549859988,1280x720,1280x720,750x422,64,3139,3553,1.33.,1.70.,avc1.4D401F,mp4a.40.2,Low Latency
1741549860391,1280x720,1280x720,750x422,64,3139,3553,1.33.,1.70.,avc1.4D401F,mp4a.40.2,Low Latency
1741549860792,1280x720,1280x720,750x422,72,3173,3549,1.29.,1.84.,avc1.4D401F,mp4a.40.2,Low Latency
1741549861193,1280x720,1280x720,750x422,72,3173,3549,1.29.,1.84.,avc1.4D401F,mp4a.40.2,Low Latency
1741549861594,1280x720,1280x720,750x422,72,3173,3549,1.29.,1.84.,avc1.4D401F,mp4a.40.2,Low Latency
1741549861995,1280x720,1280x720,750x422,60,3173,3549,1.31.,1.71.,avc1.4D401F,mp4a.40.2,Low Latency
1741549862398,1280x720,1280x720,750x422,60,3173,3549,1.31.,1.71.,avc1.4D401F,mp4a.40.2,Low Latency
1741549862799,1280x720,1280x720,750x422,42,3074,3477,1.28.,1.71.,avc1.4D401F,mp4a.40.2,Low Latency
1741549863201,1280x720,1280x720,750x422,42,3074,3477,1.28.,1.71.,avc1.4D401F,mp4a.40.2,Low Latency
