Timestamp,qfe_wtr_pa0,qfe_wtr_pa1,qfe_wtr_pa2,qfe_wtr_pa3,aoss0-usr,mdm-q6-usr,ipa-usr,cpu0-a7-usr,mdm-5g-usr,mdm-vpe-usr,mdm-core-usr,xo-therm-usr,sdx-case-therm-usr
1741610781516,26,23,31,30,33,35,34,34,35,35,34,33,33
1741610781619,26,23,31,30,33,35,35,34,35,35,34,33,33
1741610781721,26,23,31,30,33,35,35,34,34,35,34,33,33
1741610781823,26,23,31,30,33,35,35,34,35,35,35,33,33
1741610781925,26,23,31,30,33,35,35,34,35,35,35,33,33
1741610782027,26,23,31,30,33,34,34,34,34,35,35,33,33
1741610782129,26,23,31,30,33,35,34,34,34,35,35,33,33
1741610782231,26,23,31,30,33,35,35,35,34,35,35,33,33
1741610782334,26,23,31,30,33,34,35,34,35,35,35,33,33
1741610782436,26,23,31,30,33,34,35,34,34,35,35,33,33
1741610782538,26,23,31,30,33,34,35,34,34,35,35,33,33
1741610782640,26,23,31,30,33,35,34,34,35,35,35,33,33
1741610782742,26,23,31,30,33,35,35,34,35,35,35,33,33
1741610782844,26,28,31,30,33,35,35,34,35,35,35,33,33
1741610782946,26,28,31,30,34,35,35,35,35,35,35,33,33
1741610783048,26,28,31,30,33,35,35,35,34,35,35,33,33
1741610783150,26,28,31,30,33,35,35,35,35,35,35,33,33
1741610783252,26,28,31,30,33,35,35,34,34,35,35,33,33
1741610783355,26,28,31,30,34,35,35,34,35,35,35,33,33
1741610783457,26,28,31,30,33,35,34,34,35,35,35,33,33
1741610783559,26,28,31,30,33,35,35,34,35,35,35,33,33
1741610783661,26,28,31,30,33,35,34,34,35,35,35,33,33
1741610783763,26,28,31,30,33,35,35,34,35,35,35,33,33
1741610783865,26,28,31,30,34,35,35,34,35,35,35,33,33
1741610783968,26,28,31,30,33,35,35,34,34,35,35,33,33
1741610784071,26,28,31,30,33,35,35,34,34,35,35,33,33
1741610784173,26,28,31,30,33,34,34,34,35,35,35,33,33
