UTC_Timestamp,Download_Resolution,Download_Bitrate,Bandwidth_Estimate,FPS,Skipped_Frames,Buffer_Size,Latency_To_Broadcaster,Codecs,Protocol,Latency_Mode
1741443722628,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Normal Latency
1741443723028,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Normal Latency
1741443723428,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Normal Latency
1741443723829,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Normal Latency
1741443724229,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Normal Latency
1741443724630,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443725030,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443725430,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443725831,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443726231,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443726632,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443727032,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443727432,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443727832,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443728232,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443728633,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443729033,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443729433,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443729833,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443730233,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443730634,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443731034,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443731434,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443731835,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443732235,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443732637,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443733037,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443733437,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443733837,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443734237,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443734638,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443735038,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443735439,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443735839,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443736240,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443736640,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443737041,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443737441,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443737842,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443738242,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443738643,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443739044,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443739444,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443739847,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443740247,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443740648,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443741049,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443741450,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443741850,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443742251,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443742652,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443743053,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443743455,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443743855,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443744255,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443744656,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443745057,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443745457,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443745858,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443746258,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443746659,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443747059,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443747459,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443747860,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443748261,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443748662,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443749062,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443749463,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443749863,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443750263,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443750664,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443751064,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443751465,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443751866,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443752266,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443752666,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443753066,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443753467,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443753874,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443754278,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443754679,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443755082,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443755482,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443755883,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443756284,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443756684,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443757085,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443757485,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443757885,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443758286,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443758686,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443759086,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443759487,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443759888,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443760288,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443760689,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443761090,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443761490,0x0,0x0,750x422,N/A,0,1000,0.00.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443761892,640x360,640x360,750x422,N/A,0,1428,23.77.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443762293,640x360,640x360,750x422,N/A,0,1428,23.77.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443762694,640x360,640x360,750x422,N/A,0,1428,23.77.,0.00.,avc1.4D401F,mp4a.40.2,Low Latency
1741443763094,640x360,640x360,750x422,34,577,1512,23.89.,24.30.,avc1.4D401F,mp4a.40.2,Low Latency
1741443763495,640x360,640x360,750x422,34,577,1512,23.89.,24.30.,avc1.4D401F,mp4a.40.2,Low Latency
1741443763896,640x360,640x360,750x422,4,577,1512,23.58.,24.30.,avc1.4D401F,mp4a.40.2,Low Latency
1741443764296,640x360,640x360,750x422,4,577,1512,23.58.,24.30.,avc1.4D401F,mp4a.40.2,Low Latency
1741443764696,640x360,640x360,750x422,4,577,1512,23.58.,24.30.,avc1.4D401F,mp4a.40.2,Low Latency
1741443765096,640x360,640x360,750x422,34,560,979,24.57.,24.30.,avc1.4D401F,mp4a.40.2,Low Latency
1741443765497,640x360,640x360,750x422,34,560,979,24.57.,24.30.,avc1.4D401F,mp4a.40.2,Low Latency
1741443765898,640x360,640x360,750x422,42,560,979,24.54.,25.26.,avc1.4D401F,mp4a.40.2,Low Latency
1741443766300,640x360,640x360,750x422,42,560,979,24.54.,25.26.,avc1.4D401F,mp4a.40.2,Low Latency
1741443766700,640x360,640x360,750x422,42,560,979,24.54.,25.26.,avc1.4D401F,mp4a.40.2,Low Latency
1741443767100,640x360,640x360,750x422,30,576,813,24.62.,25.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741443767502,640x360,640x360,750x422,30,576,813,24.62.,25.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741443767902,640x360,640x360,750x422,30,576,813,24.62.,25.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741443768303,640x360,640x360,750x422,30,576,813,24.62.,25.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741443768703,640x360,640x360,750x422,30,576,813,24.62.,25.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741443769105,640x360,640x360,750x422,30,576,813,24.62.,25.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741443769505,640x360,640x360,750x422,30,576,758,24.48.,25.13.,avc1.4D401F,mp4a.40.2,Low Latency
1741443769906,640x360,640x360,750x422,21,548,758,24.32.,25.73.,avc1.4D401F,mp4a.40.2,Low Latency
1741443770306,640x360,640x360,750x422,21,548,758,24.32.,25.73.,avc1.4D401F,mp4a.40.2,Low Latency
1741443770707,640x360,640x360,750x422,21,548,758,24.32.,25.73.,avc1.4D401F,mp4a.40.2,Low Latency
1741443771107,640x360,640x360,750x422,26,524,735,24.50.,24.99.,avc1.4D401F,mp4a.40.2,Low Latency
1741443771507,640x360,640x360,750x422,26,524,735,24.50.,24.99.,avc1.4D401F,mp4a.40.2,Low Latency
1741443771910,640x360,640x360,750x422,30,524,735,24.36.,24.99.,avc1.4D401F,mp4a.40.2,Low Latency
1741443772311,640x360,640x360,750x422,30,524,735,24.36.,24.99.,avc1.4D401F,mp4a.40.2,Low Latency
1741443772711,640x360,640x360,750x422,30,524,735,24.36.,24.99.,avc1.4D401F,mp4a.40.2,Low Latency
1741443773112,640x360,640x360,750x422,34,635,810,24.33.,24.86.,avc1.4D401F,mp4a.40.2,Low Latency
1741443773512,640x360,640x360,750x422,34,635,810,24.33.,24.86.,avc1.4D401F,mp4a.40.2,Low Latency
1741443773913,640x360,640x360,750x422,38,635,810,24.30.,24.86.,avc1.4D401F,mp4a.40.2,Low Latency
1741443774313,640x360,640x360,750x422,38,635,810,24.30.,24.86.,avc1.4D401F,mp4a.40.2,Low Latency
1741443774713,640x360,640x360,750x422,38,635,810,24.30.,24.86.,avc1.4D401F,mp4a.40.2,Low Latency
1741443775112,640x360,640x360,750x422,27,497,721,24.28.,24.73.,avc1.4D401F,mp4a.40.2,Low Latency
1741443775513,640x360,640x360,750x422,27,497,721,24.28.,24.73.,avc1.4D401F,mp4a.40.2,Low Latency
1741443775913,640x360,640x360,750x422,26,497,721,24.24.,24.73.,avc1.4D401F,mp4a.40.2,Low Latency
1741443776315,640x360,640x360,750x422,26,497,721,24.24.,24.73.,avc1.4D401F,mp4a.40.2,Low Latency
1741443776715,640x360,640x360,750x422,26,497,721,24.24.,24.73.,avc1.4D401F,mp4a.40.2,Low Latency
1741443777114,640x360,640x360,750x422,34,614,794,24.21.,24.87.,avc1.4D401F,mp4a.40.2,Low Latency
1741443777515,640x360,640x360,750x422,34,614,794,24.21.,24.87.,avc1.4D401F,mp4a.40.2,Low Latency
1741443777915,640x360,640x360,750x422,26,614,794,24.18.,24.87.,avc1.4D401F,mp4a.40.2,Low Latency
1741443778317,640x360,640x360,750x422,26,614,794,24.18.,24.87.,avc1.4D401F,mp4a.40.2,Low Latency
1741443778717,640x360,640x360,750x422,26,614,794,24.18.,24.87.,avc1.4D401F,mp4a.40.2,Low Latency
1741443779118,640x360,640x360,750x422,30,588,819,24.26.,24.74.,avc1.4D401F,mp4a.40.2,Low Latency
1741443779518,640x360,640x360,750x422,30,588,819,24.26.,24.74.,avc1.4D401F,mp4a.40.2,Low Latency
1741443779918,640x360,640x360,750x422,30,588,819,24.12.,24.74.,avc1.4D401F,mp4a.40.2,Low Latency
1741443780319,640x360,640x360,750x422,30,588,819,24.12.,24.74.,avc1.4D401F,mp4a.40.2,Low Latency
1741443780719,640x360,640x360,750x422,30,588,819,24.12.,24.74.,avc1.4D401F,mp4a.40.2,Low Latency
1741443781120,640x360,640x360,750x422,30,518,742,24.09.,24.61.,avc1.4D401F,mp4a.40.2,Low Latency
1741443781520,640x360,640x360,750x422,30,518,742,24.09.,24.61.,avc1.4D401F,mp4a.40.2,Low Latency
1741443781921,640x360,640x360,750x422,30,518,742,24.06.,24.61.,avc1.4D401F,mp4a.40.2,Low Latency
1741443782321,640x360,640x360,750x422,30,518,742,24.06.,24.61.,avc1.4D401F,mp4a.40.2,Low Latency
1741443782722,640x360,640x360,750x422,30,518,742,24.06.,24.61.,avc1.4D401F,mp4a.40.2,Low Latency
1741443783123,640x360,640x360,750x422,19,616,823,24.04.,24.71.,avc1.4D401F,mp4a.40.2,Low Latency
1741443783523,640x360,640x360,750x422,19,616,823,24.04.,24.71.,avc1.4D401F,mp4a.40.2,Low Latency
1741443783924,640x360,640x360,750x422,26,616,823,24.00.,24.71.,avc1.4D401F,mp4a.40.2,Low Latency
1741443784325,640x360,640x360,750x422,26,616,823,24.00.,24.71.,avc1.4D401F,mp4a.40.2,Low Latency
1741443784729,640x360,640x360,750x422,26,616,823,24.00.,24.71.,avc1.4D401F,mp4a.40.2,Low Latency
1741443785129,640x360,640x360,750x422,30,550,775,23.97.,24.57.,avc1.4D401F,mp4a.40.2,Low Latency
1741443785530,640x360,640x360,750x422,30,550,775,23.97.,24.57.,avc1.4D401F,mp4a.40.2,Low Latency
1741443785930,640x360,640x360,750x422,45,550,775,23.94.,24.57.,avc1.4D401F,mp4a.40.2,Low Latency
1741443786330,640x360,640x360,750x422,45,550,775,23.94.,24.57.,avc1.4D401F,mp4a.40.2,Low Latency
1741443786738,640x360,640x360,750x422,38,532,741,23.92.,24.42.,avc1.4D401F,mp4a.40.2,Low Latency
1741443787139,640x360,640x360,750x422,38,532,741,23.92.,24.42.,avc1.4D401F,mp4a.40.2,Low Latency
1741443787540,640x360,640x360,750x422,38,532,741,23.92.,24.42.,avc1.4D401F,mp4a.40.2,Low Latency
1741443787942,640x360,640x360,750x422,34,532,741,23.88.,24.42.,avc1.4D401F,mp4a.40.2,Low Latency
1741443788346,640x360,640x360,750x422,34,532,741,23.88.,24.42.,avc1.4D401F,mp4a.40.2,Low Latency
1741443788746,640x360,640x360,750x422,26,572,737,23.85.,24.57.,avc1.4D401F,mp4a.40.2,Low Latency
1741443789147,640x360,640x360,750x422,26,572,737,23.85.,24.57.,avc1.4D401F,mp4a.40.2,Low Latency
1741443789547,640x360,640x360,750x422,26,572,737,23.85.,24.57.,avc1.4D401F,mp4a.40.2,Low Latency
1741443789950,640x360,640x360,750x422,34,572,737,23.82.,24.57.,avc1.4D401F,mp4a.40.2,Low Latency
1741443790351,640x360,640x360,750x422,34,572,737,23.82.,24.57.,avc1.4D401F,mp4a.40.2,Low Latency
1741443790752,640x360,640x360,750x422,11,596,783,23.76.,24.43.,avc1.4D401F,mp4a.40.2,Low Latency
1741443791153,640x360,640x360,750x422,11,596,783,23.76.,24.43.,avc1.4D401F,mp4a.40.2,Low Latency
1741443791554,640x360,640x360,750x422,11,596,783,23.76.,24.43.,avc1.4D401F,mp4a.40.2,Low Latency
1741443791958,640x360,640x360,750x422,30,596,783,23.81.,24.43.,avc1.4D401F,mp4a.40.2,Low Latency
1741443792359,640x360,640x360,750x422,30,596,783,23.81.,24.43.,avc1.4D401F,mp4a.40.2,Low Latency
1741443792760,640x360,640x360,750x422,35,572,775,23.73.,24.35.,avc1.4D401F,mp4a.40.2,Low Latency
1741443793160,640x360,640x360,750x422,35,572,775,23.73.,24.35.,avc1.4D401F,mp4a.40.2,Low Latency
1741443793562,640x360,640x360,750x422,35,572,775,23.73.,24.35.,avc1.4D401F,mp4a.40.2,Low Latency
1741443793962,640x360,640x360,750x422,26,572,775,23.70.,24.35.,avc1.4D401F,mp4a.40.2,Low Latency
1741443794362,640x360,640x360,750x422,26,572,775,23.70.,24.35.,avc1.4D401F,mp4a.40.2,Low Latency
1741443794762,640x360,640x360,750x422,30,566,788,23.68.,24.01.,avc1.4D401F,mp4a.40.2,Low Latency
1741443795163,640x360,640x360,750x422,30,566,788,23.68.,24.01.,avc1.4D401F,mp4a.40.2,Low Latency
1741443795564,640x360,640x360,750x422,30,566,788,23.68.,24.01.,avc1.4D401F,mp4a.40.2,Low Latency
1741443795965,640x360,640x360,750x422,30,566,788,23.74.,24.01.,avc1.4D401F,mp4a.40.2,Low Latency
1741443796365,640x360,640x360,750x422,30,566,788,23.74.,24.01.,avc1.4D401F,mp4a.40.2,Low Latency
1741443796766,640x360,640x360,750x422,30,554,755,23.71.,24.33.,avc1.4D401F,mp4a.40.2,Low Latency
1741443797166,640x360,640x360,750x422,30,554,755,23.71.,24.33.,avc1.4D401F,mp4a.40.2,Low Latency
1741443797566,640x360,640x360,750x422,30,554,755,23.71.,24.33.,avc1.4D401F,mp4a.40.2,Low Latency
1741443797966,640x360,640x360,750x422,30,554,755,23.65.,24.33.,avc1.4D401F,mp4a.40.2,Low Latency
1741443798366,640x360,640x360,750x422,30,554,755,23.65.,24.33.,avc1.4D401F,mp4a.40.2,Low Latency
1741443798766,640x360,640x360,750x422,38,568,779,23.16.,24.18.,avc1.4D401F,mp4a.40.2,Low Latency
1741443799167,640x360,640x360,750x422,38,568,779,23.16.,24.18.,avc1.4D401F,mp4a.40.2,Low Latency
1741443799567,640x360,640x360,750x422,38,568,779,23.16.,24.18.,avc1.4D401F,mp4a.40.2,Low Latency
1741443799967,640x360,640x360,750x422,38,568,779,23.16.,24.18.,avc1.4D401F,mp4a.40.2,Low Latency
